aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.465522,0.068436,0.470525,0.367310,0.585007,0.000081,0.003831,0.529972,0.034830,0.531115,0.465836,0.606628,0.000021,0.000599,0.618388,0.134480,0.632842,0.431473,0.853760,0.000314,0.008954,0.499920,0.008499,0.499993,0.480423,0.519302,0.000001,0.000045,0.510201,0.034120,0.511340,0.447205,0.589249,0.000020,0.000950,0.503307,0.010210,0.503411,0.488235,0.530319,0.000002,0.000042
0.462237,0.088698,0.470670,0.265137,0.593658,0.000137,0.006623,0.520779,0.028521,0.521560,0.444565,0.591751,0.000014,0.000257,0.601570,0.139359,0.617501,0.417221,0.979980,0.000338,0.010981,0.499375,0.006323,0.499415,0.481583,0.519318,0.000001,0.000009,0.508714,0.039981,0.510283,0.457153,0.609756,0.000028,0.001349,0.502899,0.008982,0.502979,0.479706,0.528351,0.000001,0.000029
0.479691,0.071641,0.485012,0.313797,0.576248,0.000089,0.004719,0.513009,0.022276,0.513492,0.466263,0.558029,0.000009,0.000141,0.600294,0.122027,0.612571,0.382645,0.899506,0.000259,0.007633,0.498828,0.005997,0.498864,0.485596,0.516449,0.000001,0.000012,0.505081,0.037276,0.506454,0.466904,0.604568,0.000024,0.001063,0.501471,0.006990,0.501519,0.484482,0.517700,0.000001,0.000016
0.463525,0.068013,0.468488,0.322739,0.564697,0.000080,0.004228,0.517756,0.026535,0.518435,0.456451,0.577744,0.000012,0.000196,0.603534,0.126986,0.616748,0.400574,0.961700,0.000280,0.008142,0.499061,0.008263,0.499129,0.471222,0.509903,0.000001,0.000032,0.500163,0.036064,0.501462,0.469421,0.590179,0.000023,0.001002,0.500081,0.009347,0.500168,0.476898,0.522934,0.000002,0.000043
0.461648,0.092027,0.470731,0.232422,0.593079,0.000147,0.006656,0.514619,0.022777,0.515122,0.468231,0.580963,0.000009,0.000208,0.600231,0.138699,0.616048,0.344498,0.923752,0.000335,0.011292,0.498498,0.004665,0.498520,0.488434,0.507217,0.000000,0.000007,0.504250,0.041584,0.505962,0.462372,0.614670,0.000030,0.001471,0.502958,0.007420,0.503013,0.489960,0.526703,0.000001,0.000014
0.464998,0.024060,0.465620,0.424347,0.516846,0.000010,0.000265,0.518058,0.027829,0.518805,0.458496,0.598724,0.000013,0.000297,0.630892,0.143349,0.646972,0.381104,0.850800,0.000358,0.016362,0.497149,0.008850,0.497227,0.476105,0.513245,0.000001,0.000035,0.498876,0.040427,0.500511,0.419708,0.563660,0.000028,0.001499,0.502430,0.006636,0.502474,0.489517,0.517197,0.000001,0.000024
0.476018,0.055864,0.479285,0.329102,0.560028,0.000054,0.002183,0.541843,0.044444,0.543663,0.423309,0.644165,0.000034,0.000796,0.587130,0.125264,0.600344,0.381149,0.884979,0.000273,0.011921,0.497931,0.008987,0.498012,0.473724,0.513321,0.000001,0.000026,0.498302,0.042918,0.500147,0.454132,0.611771,0.000032,0.001529,0.500220,0.010465,0.500330,0.472595,0.519409,0.000002,0.000039
0.463276,0.052735,0.466267,0.365417,0.549606,0.000048,0.002584,0.527021,0.038183,0.528403,0.432526,0.593216,0.000025,0.001037,0.576912,0.113179,0.587909,0.396454,0.818710,0.000223,0.011141,0.501189,0.010822,0.501306,0.472000,0.520203,0.000002,0.000058,0.495641,0.041967,0.497414,0.439545,0.597763,0.000031,0.001553,0.505143,0.012663,0.505302,0.471909,0.519806,0.000003,0.000105
0.501610,0.046794,0.503788,0.392746,0.562622,0.000038,0.001541,0.523440,0.028591,0.524221,0.447632,0.595901,0.000014,0.000328,0.579327,0.111806,0.590017,0.374496,0.740448,0.000217,0.011395,0.499752,0.005517,0.499782,0.489487,0.511581,0.000001,0.000016,0.506530,0.039062,0.508034,0.454880,0.576508,0.000027,0.001446,0.500683,0.009212,0.500768,0.471375,0.513672,0.000001,0.000039
0.473697,0.041691,0.475529,0.385620,0.548065,0.000030,0.000897,0.503267,0.031773,0.504269,0.425720,0.581406,0.000018,0.000450,0.639723,0.153018,0.657769,0.385498,0.909927,0.000408,0.007851,0.497153,0.009058,0.497236,0.473434,0.516602,0.000001,0.000022,0.511380,0.041929,0.513096,0.424591,0.580399,0.000031,0.001159,0.501848,0.010114,0.501950,0.480484,0.529099,0.000002,0.000043
