aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.482588,0.114800,0.496055,0.033752,0.557495,0.000229,0.003786,0.602846,0.063576,0.606189,0.419968,0.770828,0.000070,0.001163,0.493829,0.199272,0.532519,0.015579,0.999939,0.000691,0.013327,0.505262,0.015619,0.505503,0.455780,0.546661,0.000004,0.000072,0.500417,0.057994,0.503766,0.448624,0.702118,0.000059,0.001106,0.501389,0.019801,0.501780,0.477722,0.586075,0.000007,0.000084
0.412288,0.155309,0.440570,0.000061,0.551926,0.000420,0.014749,0.614507,0.082238,0.619986,0.411987,0.852814,0.000118,0.002519,0.548283,0.204525,0.585188,0.071136,0.943146,0.000728,0.011371,0.499653,0.010214,0.499757,0.474289,0.528885,0.000002,0.000021,0.521196,0.075868,0.526689,0.451691,0.698502,0.000100,0.004064,0.505618,0.028367,0.506413,0.476852,0.608170,0.000014,0.000402
0.451219,0.132227,0.470194,0.000061,0.524139,0.000304,0.006407,0.612906,0.066482,0.616501,0.491989,0.890701,0.000077,0.001327,0.530587,0.176546,0.559188,0.033920,0.945984,0.000543,0.010646,0.502164,0.009441,0.502253,0.482468,0.538925,0.000002,0.000013,0.497591,0.061934,0.501431,0.452530,0.713440,0.000067,0.002164,0.498750,0.023847,0.499320,0.477737,0.593536,0.000010,0.000187
0.408061,0.165849,0.440476,0.000061,0.540329,0.000479,0.017174,0.618508,0.110849,0.628362,0.446732,0.916763,0.000214,0.003670,0.546949,0.222587,0.590506,0.000565,0.999939,0.000862,0.011740,0.504071,0.016329,0.504335,0.465439,0.551147,0.000005,0.000039,0.519747,0.075771,0.525241,0.436234,0.720032,0.000100,0.003986,0.503869,0.038743,0.505356,0.449371,0.617096,0.000026,0.000586
0.485000,0.091708,0.493595,0.208344,0.584076,0.000146,0.002262,0.606651,0.081141,0.612054,0.443741,0.844635,0.000114,0.002593,0.576000,0.125745,0.589566,0.330978,0.866089,0.000275,0.007601,0.505150,0.014289,0.505352,0.471909,0.537598,0.000004,0.000073,0.495862,0.048781,0.498256,0.433411,0.628983,0.000041,0.000893,0.499907,0.026358,0.500602,0.467041,0.594559,0.000012,0.000215
0.421680,0.171901,0.455372,0.000061,0.544998,0.000514,0.010372,0.615599,0.097816,0.623321,0.430740,0.908371,0.000167,0.003057,0.569983,0.227578,0.613736,0.015152,0.999939,0.000901,0.016649,0.502433,0.019525,0.502812,0.465683,0.566818,0.000007,0.000081,0.504413,0.068716,0.509072,0.452423,0.702118,0.000082,0.001572,0.500252,0.035206,0.501490,0.442520,0.621735,0.000022,0.000317
0.474926,0.125808,0.491307,0.056244,0.565521,0.000276,0.006034,0.604435,0.087578,0.610747,0.326019,0.856064,0.000134,0.002152,0.512528,0.190532,0.546798,0.141693,0.999939,0.000632,0.012770,0.498996,0.014810,0.499216,0.456802,0.532150,0.000004,0.000042,0.495697,0.058369,0.499122,0.448639,0.689636,0.000059,0.001308,0.500497,0.028849,0.501327,0.466492,0.603775,0.000014,0.000240
0.476621,0.084470,0.484048,0.228561,0.578674,0.000124,0.002683,0.607523,0.059487,0.610428,0.502457,0.844879,0.000062,0.000796,0.551223,0.165766,0.575609,0.075302,0.987747,0.000478,0.009725,0.503914,0.007786,0.503974,0.482529,0.526520,0.000001,0.000011,0.496324,0.040308,0.497958,0.463379,0.626450,0.000028,0.000706,0.501983,0.023254,0.502522,0.480026,0.577850,0.000009,0.000214
0.419733,0.142777,0.443353,0.000061,0.567123,0.000355,0.007998,0.589864,0.094523,0.597390,0.358963,0.877396,0.000156,0.001939,0.559385,0.173147,0.585569,0.146484,0.976990,0.000522,0.012701,0.502743,0.015068,0.502969,0.454651,0.525940,0.000004,0.000121,0.507859,0.054395,0.510764,0.461884,0.675446,0.000051,0.002054,0.506297,0.033325,0.507393,0.465469,0.621674,0.000019,0.000356
0.452652,0.131263,0.471300,0.000061,0.555481,0.000300,0.005156,0.606741,0.051205,0.608898,0.403412,0.775131,0.000046,0.000523,0.514962,0.177121,0.544571,0.113464,0.992065,0.000546,0.011872,0.499935,0.011838,0.500076,0.453796,0.515533,0.000002,0.000067,0.501996,0.048307,0.504315,0.469330,0.661346,0.000041,0.001154,0.501283,0.021094,0.501726,0.473282,0.600922,0.000008,0.000072
0.458840,0.126385,0.475928,0.000061,0.551041,0.000278,0.005928,0.583617,0.047601,0.585555,0.472244,0.702927,0.000039,0.000836,0.557665,0.165222,0.581625,0.078445,0.938889,0.000475,0.009423,0.504428,0.020071,0.504827,0.444534,0.563202,0.000007,0.000226,0.511423,0.052144,0.514074,0.461578,0.702271,0.000047,0.001108,0.501779,0.017026,0.502067,0.470688,0.565048,0.000005,0.000131
0.450385,0.117538,0.465469,0.063339,0.533875,0.000240,0.006098,0.595002,0.060536,0.598074,0.406693,0.759460,0.000064,0.001139,0.559583,0.199609,0.594119,0.133911,0.999939,0.000694,0.014625,0.499332,0.015309,0.499566,0.449814,0.538620,0.000004,0.000046,0.499707,0.055580,0.502789,0.444656,0.675110,0.000054,0.001942,0.500802,0.022028,0.501287,0.441864,0.589401,0.000008,0.000084
0.464403,0.108040,0.476805,0.046112,0.549042,0.000203,0.003397,0.589298,0.058205,0.592165,0.425964,0.736542,0.000059,0.001789,0.535209,0.161036,0.558911,0.113968,0.930634,0.000451,0.011871,0.502523,0.013199,0.502697,0.447662,0.518784,0.000003,0.000087,0.503285,0.048329,0.505600,0.463882,0.667709,0.000041,0.001499,0.502895,0.015613,0.503138,0.484192,0.570602,0.000004,0.000084
0.445985,0.124854,0.463132,0.030075,0.516907,0.000271,0.005314,0.606768,0.041533,0.608188,0.539825,0.710510,0.000030,0.001096,0.521609,0.180130,0.551835,0.000061,0.999939,0.000565,0.011809,0.502908,0.011779,0.503045,0.467712,0.520126,0.000002,0.000068,0.502329,0.059741,0.505870,0.466141,0.724838,0.000062,0.001881,0.497308,0.016472,0.497581,0.476105,0.553101,0.000005,0.000174
