aX_mean,aX_stddev,aX_rms,aX_min,aX_max,aX_psdMean,aX_psdMax,aY_mean,aY_stddev,aY_rms,aY_min,aY_max,aY_psdMean,aY_psdMax,aZ_mean,aZ_stddev,aZ_rms,aZ_min,aZ_max,aZ_psdMean,aZ_psdMax,gX_mean,gX_stddev,gX_rms,gX_min,gX_max,gX_psdMean,gX_psdMax,gY_mean,gY_stddev,gY_rms,gY_min,gY_max,gY_psdMean,gY_psdMax,gZ_mean,gZ_stddev,gZ_rms,gZ_min,gZ_max,gZ_psdMean,gZ_psdMax
0.436323,0.035333,0.437751,0.369339,0.504059,0.000000,0.000001,0.472005,0.100673,0.482621,0.110596,0.586426,0.000000,0.000006,0.620871,0.141642,0.636823,0.318237,0.851761,0.000000,0.000014,0.491568,0.009569,0.491661,0.470032,0.506042,0.000000,0.000000,0.502151,0.036490,0.503475,0.427048,0.570633,0.000000,0.000001,0.499392,0.025853,0.500061,0.439117,0.534378,0.000000,0.000000
0.440448,0.028738,0.441384,0.380692,0.505798,0.000000,0.000000,0.470019,0.106487,0.481931,0.170135,0.635437,0.000000,0.000005,0.612216,0.124990,0.624844,0.377686,0.836868,0.000000,0.000010,0.490306,0.012084,0.490455,0.457687,0.520325,0.000000,0.000000,0.501365,0.035751,0.502638,0.433777,0.571121,0.000000,0.000001,0.498182,0.026956,0.498911,0.448975,0.547363,0.000000,0.000000
0.428572,0.032301,0.429787,0.366959,0.481644,0.000000,0.000001,0.466838,0.103194,0.478107,0.227631,0.593491,0.000000,0.000008,0.617721,0.138644,0.633089,0.349991,0.821503,0.000000,0.000013,0.488562,0.010135,0.488667,0.472122,0.505463,0.000000,0.000000,0.500453,0.039990,0.502048,0.423340,0.573212,0.000000,0.000001,0.501265,0.028415,0.502070,0.447540,0.553284,0.000000,0.000001
0.422419,0.029847,0.423472,0.330460,0.461105,0.000000,0.000000,0.470864,0.126564,0.487577,0.029480,0.616165,0.000000,0.000008,0.606430,0.136820,0.621673,0.282440,0.859634,0.000000,0.000011,0.492844,0.013192,0.493021,0.467865,0.515244,0.000000,0.000000,0.502266,0.036838,0.503615,0.417801,0.570953,0.000000,0.000001,0.496259,0.028713,0.497089,0.425781,0.537994,0.000000,0.000000
0.422864,0.053333,0.426214,0.313919,0.497238,0.000000,0.000002,0.455000,0.161278,0.482737,0.089203,0.754501,0.000000,0.000017,0.573538,0.140684,0.590540,0.306732,0.785370,0.000000,0.000013,0.506428,0.033968,0.507566,0.457993,0.606155,0.000000,0.000000,0.498478,0.030453,0.499407,0.437958,0.560883,0.000000,0.000001,0.507397,0.030644,0.508321,0.467407,0.563644,0.000000,0.000001
0.441545,0.031447,0.442663,0.375122,0.551971,0.000000,0.000001,0.469970,0.121533,0.485429,0.169937,0.741791,0.000000,0.000007,0.613633,0.120412,0.625336,0.382675,0.834427,0.000000,0.000010,0.507839,0.009192,0.507922,0.489761,0.525635,0.000000,0.000000,0.499370,0.028699,0.500194,0.436554,0.552032,0.000000,0.000001,0.503755,0.028633,0.504568,0.444870,0.551178,0.000000,0.000000
0.441624,0.046173,0.444031,0.288269,0.507812,0.000000,0.000001,0.428324,0.119932,0.444798,0.146957,0.682312,0.000000,0.000007,0.590019,0.131494,0.604494,0.351013,0.995560,0.000000,0.000010,0.508486,0.024102,0.509057,0.461945,0.574753,0.000000,0.000000,0.505515,0.032639,0.506568,0.417175,0.567505,0.000000,0.000001,0.504037,0.026365,0.504726,0.472961,0.553146,0.000000,0.000001
0.438210,0.069304,0.443656,0.288422,0.515869,0.000000,0.000004,0.459212,0.135600,0.478814,0.225388,0.848816,0.000000,0.000013,0.611724,0.150400,0.629942,0.306076,0.953690,0.000000,0.000012,0.503773,0.008381,0.503842,0.487625,0.533478,0.000000,0.000000,0.498629,0.029712,0.499514,0.418442,0.550064,0.000000,0.000000,0.505110,0.030919,0.506055,0.449524,0.563461,0.000000,0.000000
0.416785,0.042729,0.418969,0.291077,0.481049,0.000000,0.000001,0.480006,0.151651,0.503392,0.116882,0.727188,0.000000,0.000017,0.607516,0.156232,0.627283,0.379150,0.891068,0.000000,0.000022,0.487011,0.012909,0.487182,0.462250,0.527817,0.000000,0.000000,0.507051,0.034531,0.508226,0.440079,0.557083,0.000000,0.000001,0.500322,0.044433,0.502292,0.427277,0.592743,0.000000,0.000002
0.396274,0.051190,0.399567,0.301575,0.494125,0.000000,0.000002,0.450701,0.179750,0.485223,0.072418,0.659698,0.000001,0.000026,0.633315,0.191744,0.661706,0.379150,0.991058,0.000001,0.000034,0.483911,0.015894,0.484172,0.451218,0.517487,0.000000,0.000000,0.502461,0.047719,0.504722,0.432892,0.579025,0.000000,0.000002,0.507697,0.042224,0.509449,0.446045,0.577469,0.000000,0.000002
