aX,aY,aZ,gX,gY,gZ
0.225,0.200,-0.029,-69.092,96.680,-65.247
0.213,0.219,0.014,-72.388,81.116,-65.552
0.084,0.199,-0.043,-72.510,50.659,-67.993
0.005,0.117,0.055,-64.453,47.607,-70.801
0.122,0.029,0.156,-57.678,62.195,-69.885
0.104,-0.042,0.107,-56.702,58.533,-66.101
0.065,-0.146,0.067,-55.542,38.757,-66.833
0.053,-0.195,0.077,-54.138,38.391,-65.613
0.007,-0.199,-0.060,-56.885,40.222,-54.932
0.094,-0.157,-0.095,-60.181,33.997,-39.429
0.092,-0.061,-0.135,-62.988,21.362,-27.161
0.199,0.078,-0.085,-60.242,16.541,-23.071
0.263,0.121,-0.046,-50.964,2.563,-18.372
0.302,0.050,-0.044,-35.339,-15.625,-16.357
0.399,-0.070,-0.037,-21.301,-23.437,-16.479
0.446,-0.158,-0.052,-15.015,-24.170,-13.184
0.387,-0.199,-0.065,-18.799,-16.602,-10.254
0.435,-0.148,-0.166,-30.151,2.014,-8.057
0.484,-0.085,-0.125,-42.664,10.559,-3.723
0.569,-0.016,-0.089,-48.279,12.268,-1.526
0.546,-0.011,-0.162,-46.265,7.202,-1.282
0.636,-0.038,-0.152,-38.452,6.470,-2.686
0.636,-0.045,-0.193,-33.447,8.057,-0.366
0.614,-0.006,-0.190,-32.837,9.949,2.441
0.597,0.057,-0.168,-33.203,8.789,5.188
0.576,0.140,-0.126,-31.067,5.798,7.141
0.533,0.226,-0.112,-26.917,-1.587,7.996
0.481,0.318,-0.085,-23.193,-13.489,4.333
0.395,0.332,-0.002,-18.372,-29.602,-2.625
0.400,0.188,0.065,-8.057,-41.077,-7.690
0.417,0.047,0.070,2.258,-38.757,-9.033
0.453,-0.046,0.007,9.277,-24.841,-5.188
0.493,-0.057,-0.096,11.536,-9.033,1.587
0.504,0.005,-0.176,13.000,1.343,9.766
0.509,0.085,-0.259,18.433,1.709,16.357
0.476,0.170,-0.322,25.940,-10.559,18.311
0.391,0.258,-0.312,31.128,-33.813,15.137
0.283,0.302,-0.217,36.316,-58.716,9.338
0.177,0.268,-0.052,43.701,-76.172,2.502
0.148,0.122,0.032,53.650,-81.360,-2.075
0.139,-0.056,0.090,61.646,-71.472,-1.648
0.161,-0.199,0.048,62.500,-47.791,6.104
0.180,-0.228,-0.008,55.481,-20.935,20.508
0.203,-0.136,-0.046,47.668,-3.662,40.344
0.243,-0.009,-0.140,47.668,-0.549,62.622
0.294,0.140,-0.147,54.016,-10.437,79.041
0.304,0.235,-0.160,63.721,-31.982,87.402
0.328,0.236,-0.136,75.684,-53.345,89.905
0.381,0.149,-0.150,86.304,-66.833,91.003
0.438,0.086,-0.148,90.637,-68.726,88.928
0.446,0.034,-0.159,87.402,-67.322,84.534
0.487,-0.013,-0.125,79.834,-63.660,81.055
0.499,-0.010,-0.070,67.078,-63.416,81.482
0.525,0.110,0.032,54.749,-64.575,85.510
0.586,0.287,0.123,52.124,-68.848,92.957
0.663,0.422,0.197,63.416,-80.078,98.083
0.734,0.463,0.226,84.595,-97.168,98.206
0.766,0.406,0.244,106.018,-116.577,92.590
0.773,0.294,0.257,119.019,-132.202,82.336
0.739,0.184,0.345,118.835,-143.555,70.251
0.690,0.106,0.470,108.032,-149.902,61.462
0.676,0.105,0.576,92.712,-147.949,61.646
0.763,0.192,0.654,79.590,-140.259,68.359
0.871,0.348,0.725,72.998,-137.939,76.843
0.962,0.521,0.732,77.271,-142.883,80.200
1.069,0.591,0.675,91.125,-151.367,73.120
1.080,0.519,0.624,104.431,-163.330,51.453
0.990,0.345,0.625,104.919,-175.415,20.508
0.869,0.123,0.753,87.463,-183.411,-9.705

0.885,0.207,1.676,44.617,-162.109,27.100
0.843,0.286,1.780,30.457,-180.237,20.020
0.850,0.354,1.994,19.653,-189.636,14.343
0.739,0.399,1.985,15.991,-191.467,11.719
0.767,0.371,2.152,22.827,-173.950,9.705
0.777,0.330,2.116,31.433,-150.452,10.132
0.780,0.297,2.137,35.095,-131.897,11.108
0.762,0.260,2.170,33.936,-122.803,12.634
0.745,0.234,2.217,33.203,-113.098,13.062
0.721,0.256,2.276,33.813,-104.187,16.174
0.682,0.274,2.333,33.997,-95.398,22.522
0.653,0.290,2.335,31.494,-79.895,28.564
0.665,0.367,2.345,22.766,-55.481,32.654
0.669,0.449,2.365,8.850,-26.245,31.738
0.671,0.501,2.393,-4.944,6.592,24.292
0.653,0.542,2.354,-15.564,40.710,15.686
0.641,0.596,2.283,-21.301,72.144,9.766
0.646,0.620,2.196,-20.691,96.069,5.676
0.643,0.597,2.094,-15.686,112.244,1.770
0.638,0.547,1.971,-10.498,122.742,-2.014
0.635,0.493,1.853,-8.423,131.470,-5.493
0.642,0.426,1.753,-10.254,139.404,-8.972
0.670,0.389,1.700,-16.724,145.813,-11.719
0.712,0.397,1.710,-26.550,148.315,-11.414
0.757,0.422,1.724,-34.546,148.987,-9.338
0.775,0.456,1.704,-38.513,151.123,-8.240
0.782,0.512,1.642,-38.818,155.396,-9.460
0.764,0.549,1.536,-35.095,160.034,-15.259
0.730,0.539,1.421,-30.090,160.889,-24.963
0.664,0.490,1.312,-27.588,158.691,-37.903
0.587,0.416,1.243,-29.297,155.151,-52.551
0.491,0.327,1.198,-34.729,151.001,-66.895
0.407,0.229,1.173,-41.199,151.306,-79.529
0.342,0.140,1.129,-48.279,156.067,-89.233
0.305,0.042,1.063,-56.335,162.964,-95.886
0.258,-0.045,0.998,-65.002,169.128,-100.647
0.208,-0.105,0.936,-73.975,175.781,-102.722
0.187,-0.120,0.865,-81.726,183.594,-99.243
0.200,-0.095,0.788,-84.778,189.453,-89.783
0.244,-0.060,0.706,-82.153,191.101,-76.782
0.334,-0.038,0.587,-73.975,190.247,-63.843
0.408,-0.017,0.433,-63.477,187.561,-55.542
0.441,-0.036,0.277,-55.115,179.932,-53.223
0.428,-0.037,0.151,-54.199,169.312,-53.101
0.401,-0.005,0.095,-61.462,157.959,-53.528
0.377,0.029,0.093,-70.313,145.325,-52.734
0.417,0.017,0.111,-75.928,132.080,-50.598
0.424,0.005,0.154,-79.956,120.239,-47.791
0.418,-0.015,0.178,-83.313,112.549,-44.128
0.400,-0.005,0.131,-84.412,114.563,-38.879
0.407,0.040,0.128,-84.229,123.535,-31.067
0.374,0.083,0.012,-82.886,124.268,-21.423
0.448,0.151,0.002,-81.360,121.399,-14.587
0.524,0.277,0.033,-82.642,109.802,-9.338
0.408,0.442,-0.015,-83.008,78.674,-13.916
0.349,0.466,0.007,-72.510,48.523,-26.245
0.308,0.350,0.144,-58.289,31.250,-36.987
0.348,0.229,0.332,-49.744,28.687,-46.204
0.285,0.102,0.182,-49.133,32.959,-48.645
0.342,0.043,0.193,-52.673,43.030,-52.002
0.358,0.047,0.174,-59.692,58.411,-50.720
0.285,0.071,0.056,-66.650,63.843,-45.837
0.351,0.133,0.018,-72.327,65.186,-41.260
0.399,0.203,-0.008,-75.806,58.350,-39.490
0.357,0.179,0.080,-71.167,35.156,-45.898
0.418,0.104,0.127,-58.838,20.020,-52.246
0.393,-0.007,0.170,-48.889,4.272,-50.659
0.400,-0.050,0.148,-44.006,1.892,-46.753
0.391,-0.036,0.192,-40.771,10.254,-42.542
0.391,0.008,0.015,-35.767,24.536,-34.912
0.464,0.027,0.071,-29.541,29.968,-29.541
0.527,0.021,-0.091,-21.301,27.893,-25.574
0.573,0.047,-0.075,-15.320,22.156,-24.658
0.646,-0.016,-0.235,-9.766,18.494,-26.978
0.669,-0.078,-0.393,-9.216,20.386,-31.006
0.650,-0.098,-0.375,-19.348,21.362,-33.997
0.659,-0.089,-0.335,-34.058,22.827,-37.415
0.616,-0.086,-0.300,-42.664,20.142,-40.100
0.541,-0.075,-0.179,-40.405,13.489,-41.199
0.456,-0.117,-0.090,-27.954,1.404,-38.086
0.385,-0.180,-0.043,-10.498,-10.620,-32.043
0.329,-0.255,-0.035,5.676,-18.433,-23.926
0.278,-0.308,-0.043,17.883,-20.935,-15.991
0.204,-0.293,-0.038,22.949,-22.034,-8.789
0.138,-0.254,-0.009,24.658,-23.926,-1.526
0.087,-0.218,0.019,28.503,-25.940,5.615
0.041,-0.185,0.040,34.851,-28.564,10.986
0.010,-0.185,0.038,43.152,-31.799,15.869
-0.000,-0.197,0.026,51.270,-34.607,21.545
-0.047,-0.202,-0.001,56.335,-35.461,27.710
-0.062,-0.179,0.011,59.631,-30.701,33.813
-0.096,-0.152,-0.011,63.843,-24.841,41.321
-0.117,-0.139,-0.074,69.458,-18.311,46.997
-0.118,-0.156,-0.184,73.242,-12.146,51.453
-0.132,-0.153,-0.277,69.824,-8.545,55.298
-0.128,-0.144,-0.335,60.608,-11.169,61.096
-0.071,-0.104,-0.306,52.124,-15.320,69.092
-0.050,-0.028,-0.275,52.734,-21.667,77.820
-0.014,-0.009,-0.262,66.345,-30.396,84.290
0.044,-0.114,-0.278,87.280,-42.847,92.957
0.099,-0.125,-0.298,101.746,-53.711,106.812
0.196,-0.035,-0.315,105.225,-62.317,123.291
0.300,0.070,-0.288,102.844,-73.059,135.376
0.368,0.151,-0.260,100.220,-87.769,140.503
0.435,0.232,-0.186,99.182,-104.736,139.587
0.534,0.205,-0.091,100.830,-122.437,133.789
0.557,0.075,0.011,102.295,-138.916,125.488
0.585,-0.005,0.032,97.168,-143.921,121.948
0.722,0.065,0.139,83.618,-143.799,125.366
0.814,0.212,0.335,69.702,-152.283,134.827
0.874,0.413,0.519,65.552,-165.405,143.188
0.956,0.615,0.699,70.679,-178.040,146.606
1.021,0.800,0.828,82.581,-190.979,144.348
1.061,0.954,0.930,97.046,-204.102,134.583
1.072,0.972,1.025,110.229,-219.238,116.943
0.998,0.872,1.101,116.089,-231.628,89.539
0.918,0.667,1.186,109.070,-233.398,58.228
0.844,0.464,1.364,86.609,-227.356,32.715
0.740,0.377,1.607,55.176,-219.666,14.832

0.703,0.422,2.038,6.897,-191.406,9.338
0.767,0.535,2.192,-1.709,-173.523,17.639
0.812,0.606,2.222,4.822,-158.386,24.658
0.879,0.612,2.153,20.264,-147.034,27.893
0.953,0.595,2.155,31.982,-140.198,28.625
0.979,0.598,2.160,33.264,-141.357,26.367
0.978,0.564,2.313,26.917,-146.057,21.179
0.915,0.522,2.334,16.296,-140.259,18.372
0.920,0.514,2.438,1.831,-115.112,19.714
0.932,0.552,2.505,-11.902,-83.374,23.804
0.951,0.599,2.540,-20.142,-53.406,27.649
0.977,0.660,2.557,-23.682,-25.635,31.860
1.000,0.741,2.510,-22.766,-3.662,37.231
1.043,0.846,2.428,-17.822,17.090,40.039
1.064,0.922,2.356,-13.000,34.058,38.574
1.083,0.980,2.276,-11.292,52.734,31.311
1.075,1.018,2.182,-11.414,73.669,20.081
1.045,0.979,2.039,-13.306,95.398,6.165
0.986,0.892,1.866,-18.860,117.310,-9.277
0.925,0.797,1.723,-29.968,135.986,-24.719
0.906,0.705,1.614,-43.457,150.208,-36.438
0.898,0.680,1.540,-55.542,158.264,-44.617
0.916,0.676,1.509,-62.317,160.278,-47.791
0.952,0.659,1.496,-60.486,158.752,-48.218
0.973,0.627,1.484,-52.368,154.236,-48.767
0.967,0.557,1.442,-40.955,147.156,-47.852
0.940,0.485,1.379,-33.569,139.282,-44.128
0.912,0.442,1.324,-32.654,133.667,-38.208
0.890,0.454,1.293,-35.645,131.653,-31.250
0.877,0.488,1.248,-38.147,131.226,-25.024
0.854,0.526,1.164,-39.063,128.113,-21.667
0.845,0.538,1.102,-38.391,126.953,-22.461
0.820,0.543,1.043,-38.635,128.052,-28.137
0.798,0.521,0.984,-39.612,127.197,-37.109
0.774,0.514,0.956,-40.466,123.779,-47.607
0.733,0.499,0.945,-39.856,120.422,-58.594
0.681,0.461,0.923,-38.025,119.629,-70.435
0.620,0.437,0.876,-36.926,120.544,-81.421
0.594,0.384,0.792,-35.950,122.009,-89.478
0.546,0.331,0.685,-36.804,123.474,-96.375
0.485,0.290,0.554,-41.870,124.695,-103.943
0.473,0.224,0.434,-47.668,125.549,-110.352
0.448,0.166,0.341,-50.903,122.742,-114.441
0.395,0.122,0.259,-51.941,116.943,-114.990
0.349,0.111,0.184,-49.622,109.924,-111.511
0.311,0.141,0.147,-42.847,100.098,-105.713
0.234,0.143,0.109,-28.503,83.618,-99.915
0.179,0.134,0.060,-11.169,65.918,-95.093
0.164,0.129,0.043,3.418,46.326,-92.590
0.083,0.116,0.016,15.015,28.748,-92.407
0.090,0.113,0.011,23.132,19.348,-92.468
-0.017,0.077,-0.128,28.259,4.456,-93.323
-0.089,0.007,-0.142,31.616,-0.854,-100.464
-0.171,-0.095,-0.157,30.579,13.367,-104.370
-0.187,-0.136,-0.112,24.414,26.001,-104.004
-0.230,-0.203,-0.054,23.132,20.020,-99.792
-0.238,-0.277,-0.023,27.039,17.517,-92.102
-0.334,-0.330,-0.109,31.677,13.367,-78.247
-0.294,-0.340,-0.083,36.316,14.709,-59.814
-0.298,-0.361,-0.169,40.405,7.202,-35.034
-0.309,-0.373,-0.208,48.096,-1.526,-15.991
-0.216,-0.387,-0.229,55.359,0.916,-0.122
-0.152,-0.400,-0.340,59.631,-3.296,18.066
-0.086,-0.368,-0.480,57.129,-5.920,33.081
0.011,-0.311,-0.607,47.119,1.221,41.992
0.075,-0.235,-0.692,31.189,6.897,47.729
0.122,-0.147,-0.754,15.442,6.897,50.659
0.170,-0.083,-0.792,6.653,-2.502,50.720
0.213,-0.050,-0.727,2.563,-23.743,47.791
0.209,-0.055,-0.630,2.991,-46.936,44.800
0.208,-0.094,-0.592,7.141,-61.829,44.739
0.207,-0.115,-0.620,9.583,-66.650,49.438
0.228,-0.090,-0.664,6.165,-63.660,56.152
0.255,-0.040,-0.654,-0.549,-60.669,60.181
0.236,-0.011,-0.641,-1.526,-62.622,59.875
0.212,0.006,-0.639,5.920,-73.425,57.495
0.161,0.031,-0.589,10.925,-92.102,54.016
0.080,0.058,-0.411,9.338,-112.183,48.035
-0.000,0.038,-0.252,7.263,-127.747,42.175
-0.097,-0.025,-0.088,5.981,-137.634,37.292
-0.146,-0.122,-0.076,5.249,-133.057,38.757
-0.187,-0.117,-0.150,0.916,-124.084,49.011
-0.135,-0.034,-0.150,-4.639,-120.117,60.364
-0.049,0.050,-0.108,-5.493,-129.639,72.876
0.055,0.129,0.017,-1.038,-150.391,81.787
0.143,0.198,0.130,5.981,-171.692,83.923
0.173,0.252,0.285,9.583,-187.622,80.566
0.126,0.270,0.412,8.728,-197.876,73.547
0.061,0.382,0.546,7.263,-201.965,65.613
-0.022,0.462,0.644,15.320,-210.876,57.312
-0.081,0.426,0.709,30.334,-225.586,46.814
-0.084,0.301,0.809,40.955,-237.671,36.316
-0.116,0.212,1.012,38.818,-244.629,27.710
-0.167,0.108,1.250,29.297,-247.070,19.775
-0.205,0.001,1.433,20.630,-242.981,13.123
-0.221,-0.057,1.601,11.780,-233.643,12.695
-0.255,-0.065,1.816,5.005,-226.746,18.860
-0.290,-0.002,2.006,4.944,-225.403,29.297
-0.278,0.111,2.194,13.672,-224.426,41.077
-0.243,0.178,2.361,26.123,-223.511,51.270
-0.160,0.230,2.454,37.964,-216.675,57.739
-0.097,0.316,2.413,47.241,-200.256,58.167
-0.055,0.241,2.483,51.208,-182.556,44.006
-0.137,0.120,2.395,44.495,-175.110,24.353
-0.196,0.039,2.444,32.349,-167.358,12.878
-0.171,-0.021,2.612,23.499,-155.457,15.503
-0.200,0.008,2.651,23.499,-151.611,26.489
-0.199,0.142,2.737,32.715,-152.649,44.800
-0.124,0.175,2.715,51.880,-149.658,65.430
-0.027,0.245,2.644,67.200,-136.780,78.735
0.108,0.316,2.486,73.975,-110.718,83.008
0.282,0.264,2.289,70.557,-77.759,75.256
0.372,0.134,2.025,55.542,-40.955,58.533
0.400,-0.035,1.740,29.846,-7.568,37.964
0.385,-0.105,1.589,-6.226,14.832,21.179
0.352,-0.027,1.645,-38.696,21.423,15.381
0.371,0.075,1.843,-48.706,9.949,25.574
0.395,0.161,2.013,-32.104,-10.376,46.692
0.396,0.216,2.087,-7.690,-26.794,70.129

0.455,0.459,2.130,8.850,-13.733,105.347
0.524,0.654,2.131,7.202,6.409,107.849
0.599,0.785,2.087,9.399,29.663,94.177
0.618,0.773,1.975,10.986,51.208,66.589
0.569,0.672,1.881,2.686,69.824,31.738
0.500,0.556,1.840,-14.771,87.769,1.282
0.452,0.481,1.873,-32.410,102.905,-18.066
0.405,0.444,1.940,-42.419,112.305,-27.100
0.374,0.434,1.995,-42.175,117.859,-26.794
0.350,0.434,2.024,-35.156,121.582,-20.813
0.345,0.435,2.048,-27.832,123.962,-12.878
0.318,0.417,2.067,-24.658,127.502,-6.653
0.252,0.423,2.127,-26.489,133.484,-5.005
0.171,0.437,2.176,-30.579,141.907,-8.240
0.117,0.481,2.228,-33.997,154.175,-16.785
0.097,0.554,2.282,-37.231,167.969,-27.832
0.077,0.565,2.281,-36.194,182.617,-41.138
0.051,0.506,2.198,-32.349,199.768,-57.556
0.024,0.429,2.080,-31.128,216.125,-74.585
-0.023,0.333,1.944,-31.860,229.858,-89.661
-0.076,0.230,1.788,-32.043,240.112,-101.440
-0.118,0.140,1.625,-31.128,245.300,-108.276
-0.148,0.091,1.478,-28.198,244.202,-111.389
-0.207,0.037,1.278,-20.508,238.159,-109.802
-0.225,-0.027,1.127,-11.902,231.079,-105.469
-0.250,-0.084,0.996,-6.165,222.412,-100.708
-0.293,-0.132,0.910,-2.808,214.417,-96.436
-0.310,-0.173,0.835,-1.709,209.778,-89.783
-0.267,-0.206,0.785,-1.648,209.839,-80.078
-0.176,-0.239,0.703,-0.671,215.637,-69.824
-0.076,-0.255,0.561,0.549,226.868,-60.181
0.057,-0.252,0.416,0.793,240.173,-52.673
0.169,-0.247,0.258,1.282,247.131,-46.448
0.223,-0.208,0.109,1.831,243.713,-41.260
0.254,-0.167,0.021,-0.183,231.445,-35.461
0.275,-0.131,-0.042,-2.441,216.003,-28.625
0.279,-0.108,-0.140,-3.601,200.928,-22.644
0.267,-0.047,-0.232,-8.301,185.791,-19.592
0.243,0.032,-0.287,-18.860,167.847,-18.494
0.249,0.093,-0.248,-30.334,148.010,-20.386
0.225,0.125,-0.210,-38.086,130.005,-24.109
0.193,0.104,-0.221,-39.795,115.112,-28.503
0.233,0.084,-0.172,-38.208,104.858,-34.363
0.174,0.043,-0.212,-36.804,90.942,-41.199
0.093,-0.014,-0.327,-32.532,79.224,-52.551
0.032,-0.134,-0.364,-29.907,82.397,-58.655
0.080,-0.212,-0.315,-33.875,93.201,-59.204
0.088,-0.198,-0.293,-44.189,89.966,-55.481
-0.009,-0.158,-0.312,-49.744,72.632,-51.819
-0.034,-0.123,-0.310,-46.936,63.904,-44.800
-0.027,-0.118,-0.279,-39.063,52.673,-32.959
-0.066,-0.123,-0.273,-28.442,32.776,-22.400
-0.128,-0.167,-0.317,-16.418,15.991,-13.916
-0.133,-0.221,-0.328,-6.592,9.644,-7.202
-0.131,-0.270,-0.373,-3.418,6.714,0.549
-0.084,-0.249,-0.401,-7.812,5.188,9.216
-0.090,-0.207,-0.354,-15.381,-4.089,16.357
-0.070,-0.168,-0.303,-17.395,-8.179,20.874
-0.040,-0.137,-0.250,-13.672,-12.085,26.733
-0.016,-0.109,-0.224,-5.981,-18.433,33.508
-0.002,-0.083,-0.225,2.930,-22.827,40.100
0.014,-0.066,-0.247,10.254,-24.109,45.227
0.056,-0.097,-0.286,15.503,-23.071,49.927
0.095,-0.107,-0.374,18.738,-20.081,56.274
0.137,-0.061,-0.458,19.775,-17.578,63.354
0.181,0.014,-0.507,19.104,-23.071,70.862
0.186,0.101,-0.498,18.616,-37.415,75.317
0.196,0.151,-0.404,20.508,-55.603,76.172
0.180,0.180,-0.307,24.597,-77.026,75.684
0.160,0.180,-0.200,31.677,-95.825,74.097
0.187,0.101,-0.101,41.626,-108.276,73.181
0.251,-0.030,-0.055,52.429,-114.319,73.364
0.337,-0.129,-0.071,59.937,-116.211,76.538
0.393,-0.119,-0.102,60.547,-116.821,82.581
0.461,-0.025,-0.031,55.176,-121.948,91.248
0.527,0.164,0.103,48.828,-135.803,105.103
0.570,0.451,0.302,51.086,-161.987,118.286
0.632,0.734,0.522,71.533,-192.200,122.192
0.692,0.861,0.682,105.957,-220.459,108.826
0.708,0.685,0.768,144.409,-242.676,75.439
0.625,0.295,0.750,170.532,-252.808,32.898
0.525,-0.169,0.679,167.297,-245.056,-2.991
0.472,-0.501,0.739,130.554,-223.755,-27.954
0.380,-0.626,0.878,73.364,-197.327,-35.461
0.351,-0.543,1.027,22.461,-166.870,-24.719
0.398,-0.350,1.088,-2.380,-143.555,-1.892
0.495,-0.150,1.076,-0.549,-140.076,22.705
0.543,0.004,1.073,20.935,-156.067,40.588
0.559,0.033,1.016,50.232,-181.885,49.133
0.589,-0.033,0.986,72.998,-207.520,43.213
0.487,-0.182,1.005,78.796,-229.309,21.301
0.347,-0.357,1.166,65.674,-241.211,-3.296
0.209,-0.450,1.465,36.133,-244.385,-14.954
0.104,-0.440,1.824,3.418,-240.601,-8.606
0.093,-0.336,2.139,-17.334,-223.816,11.902
0.165,-0.177,2.270,-21.301,-196.655,38.330
0.278,-0.031,2.262,-11.841,-167.175,60.364
0.380,0.036,2.203,1.038,-146.912,71.533
0.424,0.051,2.180,9.644,-140.198,75.134
0.444,0.061,2.263,11.169,-137.451,76.477
0.464,0.159,2.353,6.287,-136.475,79.407
0.458,0.324,2.543,-0.977,-143.494,84.839
0.461,0.475,2.712,-1.404,-141.907,90.088
0.484,0.571,2.862,3.296,-126.221,90.820
0.511,0.605,2.908,6.714,-94.727,85.205
0.521,0.618,2.869,2.136,-53.223,73.608
0.525,0.621,2.754,-8.850,-12.329,58.167
0.524,0.623,2.636,-22.400,21.118,41.748
0.516,0.610,2.532,-35.645,45.227,26.001
0.495,0.586,2.455,-44.861,63.354,12.573
0.463,0.560,2.379,-49.866,80.872,2.136
0.432,0.531,2.289,-51.025,98.755,-3.967
0.418,0.500,2.184,-48.645,116.333,-7.568
0.407,0.492,2.064,-45.837,129.944,-10.498
0.409,0.481,1.969,-43.335,140.198,-13.123
0.416,0.474,1.902,-43.152,146.667,-15.747
0.425,0.455,1.866,-45.776,151.794,-19.531
0.424,0.446,1.842,-49.622,157.410,-25.024
0.425,0.432,1.813,-54.443,164.062,-32.043

0.396,0.424,1.747,-62.805,168.457,-46.265
0.381,0.388,1.686,-62.500,173.340,-53.101
0.358,0.356,1.632,-60.852,179.321,-59.692
0.355,0.324,1.564,-59.143,183.105,-63.782
0.353,0.303,1.487,-55.847,183.838,-68.359
0.349,0.258,1.399,-51.331,182.251,-73.059
0.357,0.184,1.319,-47.180,181.274,-77.332
0.369,0.107,1.229,-46.631,181.885,-80.933
0.365,0.059,1.164,-51.392,183.228,-85.083
0.335,0.054,1.108,-59.631,184.998,-88.257
0.310,0.058,1.052,-66.040,188.660,-91.064
0.282,0.038,0.986,-67.505,191.589,-95.337
0.240,-0.002,0.904,-67.017,192.749,-99.487
0.237,-0.036,0.824,-68.359,193.787,-101.257
0.234,-0.042,0.771,-71.655,194.946,-101.013
0.238,-0.024,0.710,-73.730,194.458,-98.633
0.255,-0.002,0.642,-70.374,193.542,-95.398
0.266,0.011,0.560,-61.951,190.430,-92.346
0.237,0.007,0.463,-49.438,184.509,-91.125
0.191,-0.001,0.354,-37.598,177.734,-90.393
0.159,-0.037,0.246,-28.687,171.265,-88.928
0.126,-0.060,0.159,-24.048,164.551,-87.463
0.087,-0.072,0.087,-23.560,156.982,-85.876
0.043,-0.072,0.006,-25.574,148.621,-84.778
0.014,-0.072,-0.051,-29.358,144.043,-84.595
0.002,-0.095,-0.087,-32.410,136.353,-83.557
-0.011,-0.124,-0.067,-33.569,122.803,-84.045
0.017,-0.144,-0.017,-32.654,115.479,-82.275
-0.076,-0.168,-0.129,-28.687,97.839,-77.637
-0.152,-0.148,-0.166,-19.897,84.717,-75.928
-0.133,-0.206,-0.143,-7.751,87.708,-64.880
-0.097,-0.222,-0.180,1.648,90.515,-52.124
-0.049,-0.202,-0.253,5.737,87.769,-39.673
-0.085,-0.165,-0.408,7.019,77.271,-29.846
-0.047,-0.158,-0.481,7.385,71.472,-25.146
-0.017,-0.168,-0.560,4.944,64.758,-20.447
-0.037,-0.188,-0.624,0.000,47.729,-16.724
-0.058,-0.218,-0.649,-5.249,31.982,-13.123
-0.050,-0.235,-0.636,-9.888,23.254,-7.568
-0.027,-0.234,-0.601,-13.550,15.625,-1.038
-0.009,-0.212,-0.588,-14.526,6.592,7.385
0.025,-0.213,-0.597,-10.559,-0.854,15.442
0.051,-0.208,-0.624,-4.150,-6.958,22.583
0.054,-0.206,-0.664,2.563,-13.977,30.518
0.028,-0.197,-0.731,8.728,-22.034,38.940
0.006,-0.173,-0.762,11.597,-31.189,45.654
-0.021,-0.122,-0.746,10.498,-47.058,52.124
-0.031,-0.088,-0.681,8.972,-65.857,58.716
-0.037,-0.069,-0.584,8.850,-83.923,65.063
-0.025,-0.073,-0.504,11.719,-98.938,71.045
-0.008,-0.043,-0.459,17.578,-107.910,76.538
-0.041,0.004,-0.439,25.818,-114.319,78.918
-0.116,0.045,-0.389,35.400,-126.221,79.590
-0.185,0.020,-0.293,45.044,-148.376,81.238
-0.157,-0.092,-0.242,53.406,-171.021,86.975
-0.055,-0.145,-0.244,52.856,-180.359,99.060
0.112,-0.152,-0.246,42.664,-181.030,112.122
0.247,-0.088,-0.232,28.564,-180.725,121.826
0.261,0.064,-0.121,18.433,-185.791,127.136
0.211,0.213,0.073,18.372,-204.834,128.113
0.057,0.406,0.341,28.442,-237.000,125.549
0.009,0.450,0.644,48.157,-272.034,120.605
0.115,0.307,0.933,70.007,-296.265,111.023
0.192,0.150,1.096,82.031,-299.194,96.497
0.234,0.064,1.116,82.336,-276.978,80.933
0.241,-0.013,1.061,73.608,-243.835,65.674
0.179,-0.106,1.053,58.289,-221.130,51.147
0.073,-0.116,1.163,37.476,-213.562,41.748
0.063,-0.057,1.365,19.836,-218.872,42.419
0.148,0.007,1.657,15.991,-232.849,53.650
0.208,0.089,1.839,25.757,-243.958,66.711
0.236,0.164,1.906,42.297,-241.821,73.853
0.211,0.136,1.820,58.228,-232.178,68.726
0.141,0.136,1.807,62.988,-221.191,51.514
0.015,0.205,1.754,52.490,-221.497,39.429
0.043,0.228,1.886,38.940,-229.248,35.339
0.125,0.261,2.085,30.090,-234.802,34.973
0.174,0.272,2.312,29.602,-235.901,34.668
0.160,0.237,2.453,34.668,-231.628,31.799
0.069,0.156,2.500,36.804,-222.229,27.710
-0.019,0.087,2.465,32.715,-197.144,23.437
-0.140,0.078,2.410,20.935,-165.710,20.569
-0.202,0.095,2.426,3.967,-141.357,21.423
-0.130,0.169,2.522,-12.451,-124.268,31.433
-0.007,0.317,2.656,-22.827,-110.107,47.485
0.118,0.449,2.760,-22.766,-98.267,59.998
0.190,0.537,2.792,-15.991,-84.229,65.186
0.255,0.604,2.723,-9.888,-64.026,65.735
0.290,0.698,2.667,-11.597,-38.452,64.026
0.319,0.809,2.630,-18.066,-14.038,60.303
0.352,0.908,2.624,-22.888,7.751,53.345
0.380,0.978,2.612,-22.095,27.039,44.312
0.379,1.007,2.546,-15.442,44.861,33.142
0.354,0.969,2.415,-5.920,63.477,19.287
0.299,0.871,2.251,-0.305,83.557,3.906
0.231,0.764,2.116,-2.502,102.478,-10.315
0.175,0.676,2.033,-9.094,118.652,-21.973
0.124,0.590,1.987,-15.808,130.615,-30.945
0.064,0.516,1.957,-20.020,140.076,-37.415
0.010,0.455,1.931,-22.278,148.437,-40.222
-0.013,0.420,1.904,-23.621,156.494,-40.100
-0.018,0.419,1.909,-26.062,163.818,-38.940
