Time,Sample,FFT,PSD
405.057559,83.000,nan,nan
405.057596,64.000,nan,nan
405.057634,41.000,nan,nan
405.057688,26.000,nan,nan
405.057726,4.000,nan,nan
405.057764,3.000,nan,nan
405.057801,29.000,nan,nan
405.057839,37.000,nan,nan
405.057876,59.000,nan,nan
405.057914,71.000,nan,nan
405.057951,92.000,nan,nan
405.057989,113.000,nan,nan
405.058027,132.000,nan,nan
405.058064,145.000,nan,nan
405.058102,157.000,nan,nan
405.058139,175.000,nan,nan
405.058177,193.000,nan,nan
405.058214,207.000,nan,nan
405.058252,231.000,nan,nan
405.058290,250.000,nan,nan
405.058352,278.000,nan,nan
405.058390,294.000,nan,nan
405.058428,308.000,nan,nan
405.058465,327.000,nan,nan
405.058503,340.000,nan,nan
405.058540,363.000,nan,nan
405.058578,376.000,nan,nan
405.058615,399.000,nan,nan
405.058669,420.000,nan,nan
405.058707,439.000,nan,nan
405.058745,462.000,nan,nan
405.058782,479.000,nan,nan
405.058820,496.000,nan,nan
405.058858,511.000,nan,nan
405.058895,522.000,nan,nan
405.058933,543.000,nan,nan
405.058970,559.000,nan,nan
405.059008,576.000,nan,nan
405.059045,594.000,nan,nan
405.059083,615.000,nan,nan
405.059121,635.000,nan,nan
405.059158,651.000,nan,nan
405.059196,667.000,nan,nan
405.059233,685.000,nan,nan
405.059271,701.000,nan,nan
405.059308,716.000,nan,nan
405.059365,746.000,nan,nan
405.059403,764.000,nan,nan
405.059440,760.000,nan,nan
405.059478,742.000,nan,nan
405.059515,724.000,nan,nan
405.059553,706.000,nan,nan
405.059590,690.000,nan,nan
405.059628,676.000,nan,nan
405.059683,649.000,nan,nan
405.059720,633.000,nan,nan
405.059758,614.000,nan,nan
405.059795,601.000,nan,nan
405.059833,579.000,nan,nan
405.059870,561.000,nan,nan
405.059908,537.000,nan,nan
405.059946,528.000,nan,nan
405.059983,506.000,nan,nan
405.060021,488.000,nan,nan
405.060058,472.000,nan,nan
405.060096,456.000,nan,nan
405.060133,442.000,nan,nan
405.060171,427.000,nan,nan
405.060209,410.000,nan,nan
405.060246,392.000,nan,nan
405.060284,369.000,nan,nan
405.060321,353.000,nan,nan
405.060378,327.000,nan,nan
405.060416,312.000,nan,nan
405.060454,293.000,nan,nan
405.060491,276.000,nan,nan
405.060529,255.000,nan,nan
405.060566,238.000,nan,nan
405.060604,222.000,nan,nan
405.060641,204.000,nan,nan
405.060691,179.000,nan,nan
405.060729,164.000,nan,nan
405.060766,150.000,nan,nan
405.060804,134.000,nan,nan
405.060842,114.000,nan,nan
405.060879,100.000,nan,nan
405.060917,78.000,nan,nan
405.060954,60.000,nan,nan
405.060992,43.000,nan,nan
405.061029,24.000,nan,nan
405.061067,10.000,nan,nan
405.061105,0.000,nan,nan
405.061141,16.000,nan,nan
405.061179,34.000,nan,nan
405.061217,51.000,nan,nan
405.061254,67.000,nan,nan
405.061292,82.000,nan,nan
405.061329,101.000,nan,nan
405.061391,138.000,nan,nan
405.061429,154.000,nan,nan
405.061467,167.000,nan,nan
405.061504,185.000,nan,nan
405.061542,197.000,nan,nan
405.061579,218.000,nan,nan
405.061617,239.000,nan,nan
405.061654,249.000,nan,nan
405.061697,272.000,nan,nan
405.061735,289.000,nan,nan
405.061773,311.000,nan,nan
405.061810,325.000,nan,nan
405.061848,344.000,nan,nan
405.061885,361.000,nan,nan
405.061923,377.000,nan,nan
405.061960,396.000,nan,nan
405.061998,412.000,nan,nan
405.062035,428.000,nan,nan
405.062073,448.000,nan,nan
405.062111,461.000,nan,nan
405.062148,477.000,nan,nan
405.062186,499.000,nan,nan
405.062223,513.000,nan,nan
405.062261,527.000,nan,nan
405.062298,548.000,nan,nan
405.062336,582.000,nan,nan
405.062401,597.000,nan,nan
405.062439,616.000,nan,nan
405.062476,634.000,nan,nan
405.062514,650.000,nan,nan
405.062551,667.000,nan,nan
405.062589,682.000,nan,nan
405.062626,702.000,nan,nan
405.062663,730.000,nan,nan
405.062718,746.000,nan,nan
405.062756,760.000,nan,nan
405.062793,760.000,nan,nan
405.062831,743.000,nan,nan
405.062868,727.000,nan,nan
405.062906,709.000,nan,nan
405.062944,695.000,nan,nan
405.062981,676.000,nan,nan
405.063019,658.000,nan,nan
405.063056,641.000,nan,nan
405.063094,622.000,nan,nan
405.063131,602.000,nan,nan
405.063169,586.000,nan,nan
405.063206,569.000,nan,nan
405.063244,554.000,nan,nan
405.063282,540.000,nan,nan
405.063319,521.000,nan,nan
405.063385,495.000,nan,nan
405.063422,473.000,nan,nan
405.063460,455.000,nan,nan
405.063497,435.000,nan,nan
405.063535,419.000,nan,nan
405.063572,399.000,nan,nan
405.063610,382.000,nan,nan
405.063647,373.000,nan,nan
405.063701,341.000,nan,nan
405.063739,321.000,nan,nan
405.063777,310.000,nan,nan
405.063814,292.000,nan,nan
405.063852,273.000,nan,nan
405.063889,257.000,nan,nan
405.063927,235.000,nan,nan
405.063964,217.000,nan,nan
405.064002,217.000,nan,nan
405.064039,186.000,nan,nan
405.064077,168.000,nan,nan
405.064114,152.000,nan,nan
405.064152,137.000,nan,nan
405.064189,120.000,nan,nan
405.064227,99.000,nan,nan
405.064264,80.000,nan,nan
405.064302,63.000,nan,nan
405.064339,47.000,nan,nan
405.064402,37.000,nan,nan
405.064440,0.000,nan,nan
405.064477,8.000,nan,nan
405.064514,27.000,nan,nan
405.064552,43.000,nan,nan
405.064589,60.000,nan,nan
405.064627,74.000,nan,nan
405.064664,93.000,nan,nan
405.064718,119.000,nan,nan
405.064755,135.000,nan,nan
405.064793,150.000,nan,nan
405.064830,166.000,nan,nan
405.064868,186.000,nan,nan
405.064906,205.000,nan,nan
405.064943,226.000,nan,nan
405.064981,240.000,nan,nan
405.065018,259.000,nan,nan
405.065056,272.000,nan,nan
405.065093,290.000,nan,nan
405.065131,306.000,nan,nan
405.065169,322.000,nan,nan
405.065206,345.000,nan,nan
405.065244,361.000,nan,nan
405.065281,382.000,nan,nan
405.065319,395.000,nan,nan
405.065356,416.000,nan,nan
405.065416,441.000,nan,nan
