aX,aY,aZ,gX,gY,gZ
-0.780,-0.635,0.091,-178.345,-277.100,-274.475
-0.757,-0.705,0.119,-140.076,-283.691,-268.494
-0.730,-0.781,0.158,-108.765,-290.100,-258.118
-0.663,-0.857,0.197,-83.496,-295.898,-239.685
-0.562,-0.907,0.277,-61.157,-307.617,-213.440
-0.465,-0.995,0.376,-28.931,-327.759,-181.274
-0.381,-1.075,0.463,15.259,-344.360,-147.156
-0.353,-1.172,0.594,68.787,-354.492,-110.413
-0.315,-1.284,0.725,125.244,-366.943,-68.542
-0.352,-1.332,0.892,174.805,-383.118,-21.729
-0.468,-1.359,1.013,215.332,-393.494,29.602
-0.621,-1.387,1.131,249.878,-392.395,81.421
-0.743,-1.448,1.265,276.794,-371.826,129.089
-0.837,-1.466,1.421,295.410,-334.595,173.523
-0.902,-1.443,1.627,309.448,-290.710,213.623
-0.961,-1.425,1.802,319.275,-264.954,247.498
-1.087,-1.428,1.874,318.604,-275.146,276.428
-1.199,-1.411,1.902,300.110,-296.204,302.490
-1.203,-1.376,1.962,265.503,-290.771,327.637
-1.154,-1.408,2.030,227.661,-258.423,350.464
-1.086,-1.502,2.125,197.205,-207.336,366.821
-1.078,-1.624,2.117,177.002,-150.452,374.512
-1.086,-1.649,2.187,158.630,-104.309,375.427
-1.031,-1.621,2.075,132.324,-71.594,381.897
-0.999,-1.599,2.051,104.675,-46.936,395.386
-0.841,-1.612,2.088,76.721,-10.132,413.208
-0.714,-1.613,2.132,51.392,31.189,431.824
-0.661,-1.563,2.143,30.579,71.594,448.853
-0.669,-1.523,2.117,13.367,111.511,463.867
-0.714,-1.470,2.030,-2.136,153.320,475.159
-0.758,-1.380,1.957,-14.160,202.820,481.567
-0.761,-1.342,1.872,-22.888,251.953,479.614
-0.785,-1.292,1.739,-32.288,291.931,466.553
-0.791,-1.109,1.530,-48.767,313.110,444.885
-0.762,-0.956,1.284,-66.772,318.115,417.908
-0.670,-0.850,1.129,-85.022,321.350,390.503
-0.546,-0.763,1.030,-101.624,324.036,363.708
-0.472,-0.698,0.923,-118.408,315.796,337.097
-0.393,-0.649,0.849,-136.353,298.523,308.044
-0.321,-0.587,0.757,-156.494,277.222,279.236
-0.239,-0.533,0.655,-178.589,251.770,252.502
-0.163,-0.491,0.531,-201.965,226.990,231.689
-0.139,-0.420,0.494,-223.633,205.078,215.576
-0.136,-0.338,0.457,-240.173,176.697,196.838
-0.126,-0.223,0.390,-260.742,144.165,170.532
-0.075,-0.108,0.336,-290.527,107.849,142.273
-0.031,0.019,0.296,-330.933,67.139,117.798
0.015,0.108,0.279,-379.089,22.888,97.534
-0.006,0.131,0.289,-432.861,-22.583,77.881
-0.016,0.098,0.263,-483.826,-68.604,55.359
-0.031,0.066,0.188,-520.020,-112.061,31.250
-0.066,0.094,0.077,-536.377,-152.161,5.798
-0.055,0.148,-0.015,-535.706,-192.566,-20.874
-0.088,0.165,-0.034,-524.109,-230.713,-46.265
-0.166,0.135,0.009,-505.249,-267.517,-72.205
-0.231,0.149,0.095,-481.873,-305.115,-105.164
-0.239,0.196,0.226,-453.125,-335.327,-142.212
-0.296,0.175,0.343,-418.823,-344.666,-179.382
-0.375,0.048,0.366,-376.160,-335.632,-216.919
-0.415,-0.137,0.312,-320.862,-313.721,-253.967
-0.461,-0.394,0.272,-252.502,-292.114,-286.194
-0.479,-0.592,0.220,-180.359,-286.743,-310.364
-0.489,-0.723,0.196,-114.563,-299.377,-325.317
-0.481,-0.843,0.246,-63.477,-324.829,-324.463
-0.458,-0.924,0.256,-28.137,-361.877,-304.626
-0.399,-1.043,0.315,-1.648,-403.809,-267.700
-0.369,-1.219,0.396,24.536,-444.092,-212.585
-0.340,-1.394,0.503,50.659,-472.900,-145.264
-0.297,-1.598,0.659,72.998,-490.540,-71.716
-0.115,-1.702,0.998,99.976,-496.704,4.028
0.021,-1.797,1.444,160.278,-482.788,73.975
0.021,-1.994,1.642,265.564,-451.904,119.629
-0.046,-2.104,1.730,361.572,-411.499,142.456
-0.173,-1.980,1.837,407.776,-367.737,168.213
-0.343,-1.835,1.924,411.987,-335.510,211.731
-0.608,-1.670,1.944,390.686,-322.998,263.184
-0.805,-1.499,1.990,360.901,-316.162,310.059
-0.941,-1.424,1.997,335.815,-300.171,345.764
-1.014,-1.408,2.085,312.622,-266.357,367.981
-0.971,-1.391,2.176,291.199,-223.083,375.061
-0.792,-1.400,2.255,267.395,-170.166,377.563
-0.639,-1.437,2.312,237.366,-120.911,389.282
-0.517,-1.500,2.370,204.712,-76.538,415.527
-0.454,-1.583,2.382,169.250,-34.851,450.806
-0.463,-1.633,2.350,132.812,4.089,481.934
-0.498,-1.590,2.225,96.985,48.279,495.361
-0.560,-1.470,2.093,69.031,99.060,491.943
-0.560,-1.364,1.952,48.950,147.034,480.347
-0.595,-1.170,1.798,29.602,175.903,464.417
-0.593,-1.005,1.703,15.747,191.406,446.838
-0.587,-0.870,1.657,10.864,209.717,425.049
-0.551,-0.672,1.591,7.080,232.056,398.193
-0.507,-0.514,1.665,-6.714,250.732,369.995

-0.050,-1.460,1.318,148.621,-343.872,-44.495
0.032,-1.552,1.456,165.894,-310.974,5.432
0.026,-1.587,1.535,173.035,-312.012,69.885
-0.148,-1.594,1.555,176.086,-340.088,145.325
-0.435,-1.520,1.563,176.697,-359.314,220.703
-0.753,-1.404,1.607,184.387,-353.760,282.288
-1.038,-1.337,1.660,215.210,-326.782,324.280
-1.139,-1.377,1.689,266.357,-288.574,348.389
-1.193,-1.446,1.747,310.730,-253.784,361.084
-1.227,-1.511,1.857,325.439,-228.455,373.291
-1.243,-1.543,1.894,305.786,-212.769,390.442
-1.221,-1.519,1.960,266.968,-200.562,408.142
-1.140,-1.505,2.017,232.483,-177.612,422.058
-1.132,-1.492,2.102,201.965,-145.447,429.871
-1.099,-1.478,2.192,174.194,-101.013,435.242
-0.958,-1.416,2.213,148.010,-52.490,438.477
-0.843,-1.333,2.268,117.004,-4.944,440.063
-0.760,-1.285,2.348,77.271,44.128,441.040
-0.734,-1.170,2.378,31.616,91.431,434.753
-0.671,-1.051,2.341,-10.559,135.193,421.997
-0.680,-0.963,2.248,-50.476,176.636,412.781
-0.738,-0.841,2.119,-88.379,210.083,405.762
-0.799,-0.736,2.020,-117.188,241.699,396.851
-0.917,-0.599,1.936,-142.151,271.484,381.836
-1.040,-0.370,1.744,-172.668,291.809,353.638
-1.115,-0.150,1.538,-205.566,306.763,313.904
-1.149,0.047,1.423,-236.633,316.895,266.846
-1.128,0.266,1.195,-271.118,309.937,211.121
-0.999,0.438,0.950,-316.467,292.175,151.306
-0.859,0.517,0.866,-379.272,261.475,97.290
-0.812,0.510,0.762,-455.872,213.196,46.448
-0.757,0.492,0.704,-525.940,162.903,-2.502
-0.686,0.385,0.642,-578.247,111.572,-49.316
-0.588,0.269,0.526,-608.826,66.223,-91.370
-0.499,0.109,0.374,-609.192,36.133,-122.620
-0.432,0.006,0.222,-586.365,14.587,-141.846
-0.454,0.002,0.131,-550.537,-10.803,-154.663
-0.523,-0.035,0.042,-511.963,-36.621,-170.288
-0.523,-0.021,-0.113,-476.990,-60.364,-191.772
-0.503,-0.044,-0.223,-445.129,-88.013,-211.792
-0.525,-0.104,-0.269,-413.696,-123.657,-223.511
-0.577,-0.209,-0.258,-377.075,-165.588,-231.506
-0.651,-0.371,-0.231,-331.055,-200.989,-237.305
-0.684,-0.547,-0.218,-275.940,-225.403,-241.821
-0.704,-0.722,-0.203,-218.384,-244.812,-246.155
-0.714,-0.869,-0.193,-166.443,-265.015,-244.141
-0.672,-1.049,-0.149,-122.803,-291.016,-231.079
-0.570,-1.333,-0.047,-81.909,-319.519,-205.017
-0.409,-1.639,0.011,-42.297,-350.281,-163.452
-0.282,-1.871,0.140,-5.737,-383.057,-105.164
-0.181,-1.977,0.275,30.029,-414.856,-34.790
-0.126,-1.962,0.447,68.481,-440.613,37.415
-0.191,-1.835,0.672,113.403,-449.829,103.271
-0.371,-1.748,0.831,172.668,-424.561,143.921
-0.475,-1.698,1.011,238.159,-356.140,159.790
-0.539,-1.655,1.250,289.856,-291.748,165.039
-0.497,-1.654,1.458,315.125,-269.165,175.354
-0.428,-1.734,1.730,312.012,-283.936,203.430
-0.374,-1.858,2.008,287.598,-308.228,252.747
-0.379,-1.987,2.303,257.385,-310.608,315.369
-0.371,-2.066,2.526,235.352,-279.053,376.831
-0.380,-2.079,2.671,220.581,-225.464,430.359
-0.490,-2.053,2.890,210.449,-162.659,477.905
-0.776,-2.023,3.130,206.909,-104.431,512.756
-0.952,-1.871,3.227,200.256,-47.119,515.686
-0.927,-1.651,3.270,186.584,11.902,493.408
-0.809,-1.505,3.337,171.814,65.674,474.548
-0.681,-1.404,3.321,151.367,102.844,468.140
-0.584,-1.233,3.334,124.084,127.197,474.854
-0.562,-1.097,3.336,96.802,152.649,489.014
-0.565,-0.972,3.270,74.158,188.477,494.995
-0.478,-0.864,3.190,57.922,228.210,486.389
-0.367,-0.926,3.047,44.678,266.479,468.384
-0.294,-0.996,2.902,24.597,304.443,449.463
-0.377,-1.084,2.789,-2.014,328.552,432.495
-0.510,-0.927,2.556,-36.255,329.468,405.945
-0.580,-0.721,2.210,-73.547,325.012,377.441
-0.633,-0.597,1.925,-109.253,330.750,359.863
-0.691,-0.474,1.701,-135.986,326.050,344.360
-0.697,-0.262,1.540,-151.062,302.856,317.749
-0.684,-0.018,1.437,-167.114,276.245,281.677
-0.663,0.125,1.408,-199.768,260.193,245.056
-0.733,0.242,1.348,-253.784,247.803,205.261
-0.786,0.329,1.188,-318.726,228.333,155.762
-0.834,0.366,0.978,-388.611,195.862,102.051
-0.856,0.321,0.674,-461.365,153.015,51.758
-0.801,0.232,0.313,-527.771,103.333,9.155
-0.810,0.211,-0.071,-576.233,36.804,-26.978
-0.839,0.257,-0.433,-598.572,-45.471,-61.035
-0.941,0.215,-0.512,-590.271,-132.568,-91.553
-1.019,0.099,-0.364,-567.627,-226.807,-120.422
-1.132,0.024,-0.183,-550.354,-322.388,-149.841
-1.195,-0.061,0.118,-537.292,-395.142,-185.974
-1.291,-0.184,0.336,-525.269,-435.608,-229.492
-1.253,-0.394,0.367,-503.296,-441.162,-277.039
-1.232,-0.638,0.259,-456.665,-422.607,-320.068
-1.172,-0.901,0.132,-381.958,-403.503,-353.271
-1.040,-1.127,0.026,-292.603,-395.203,-370.667
-0.939,-1.293,0.000,-210.632,-401.123,-370.667
-0.809,-1.273,-0.051,-158.630,-420.044,-353.760
-0.721,-1.211,0.067,-135.498,-445.862,-317.139
-0.729,-1.178,0.278,-127.441,-474.670,-266.052
-0.689,-1.212,0.455,-119.019,-496.582,-217.651
-0.615,-1.143,0.755,-101.379,-505.432,-173.645
-0.672,-1.150,1.001,-70.679,-506.287,-140.869
-0.639,-1.214,1.121,-30.273,-489.807,-123.108
-0.555,-1.325,1.193,6.653,-465.027,-117.126
-0.470,-1.497,1.269,32.043,-448.120,-105.591
-0.406,-1.685,1.299,42.175,-443.542,-77.332
-0.434,-1.808,1.357,41.199,-445.129,-30.762
-0.470,-1.846,1.456,33.997,-451.660,28.992
-0.669,-1.772,1.410,33.081,-463.867,91.736
-0.885,-1.729,1.463,50.720,-459.778,143.982
-1.057,-1.706,1.441,89.783,-437.866,174.927
-1.175,-1.685,1.542,142.090,-405.090,183.716
-1.253,-1.666,1.608,182.312,-376.099,187.439
-1.320,-1.593,1.640,193.848,-366.882,201.050
-1.326,-1.586,1.710,180.054,-361.389,229.309
-1.310,-1.575,1.818,155.823,-359.070,262.451

-1.355,-1.555,1.781,101.929,-360.718,342.712
-1.413,-1.592,1.786,80.078,-319.275,378.296
-1.503,-1.665,1.779,70.923,-247.742,398.499
-1.577,-1.609,1.824,76.965,-164.001,396.118
-1.530,-1.543,1.740,93.750,-111.816,382.385
-1.530,-1.421,1.604,97.168,-104.431,377.380
-1.521,-1.317,1.523,80.811,-119.385,385.376
-1.481,-1.289,1.469,56.152,-140.869,396.912
-1.350,-1.330,1.543,25.635,-144.897,407.837
-1.135,-1.452,1.684,-1.038,-123.535,419.128
-0.903,-1.601,1.785,-20.020,-77.271,428.345
-0.814,-1.832,1.798,-34.912,-18.860,436.035
-0.759,-1.973,1.773,-53.650,37.659,446.106
-0.916,-2.009,1.721,-78.674,80.688,462.158
-1.273,-1.859,1.595,-102.173,99.976,469.849
-1.548,-1.525,1.321,-109.680,116.028,459.839
-1.430,-1.151,1.189,-103.577,150.635,433.411
-1.285,-0.953,1.122,-89.661,171.936,396.301
-1.069,-0.878,1.199,-89.783,193.359,363.342
-0.865,-0.811,1.394,-113.770,213.623,341.248
-0.716,-0.763,1.544,-162.231,225.952,326.050
-0.660,-0.822,1.640,-226.135,237.305,314.087
-0.787,-0.853,1.677,-289.307,238.220,298.584
-0.975,-0.795,1.607,-333.374,215.210,269.836
-1.073,-0.665,1.507,-366.150,182.495,229.736
-1.127,-0.483,1.419,-406.250,145.447,185.669
-1.216,-0.380,1.318,-461.182,106.201,140.564
-1.261,-0.161,1.142,-524.658,64.758,86.060
-1.286,-0.066,1.113,-582.703,29.724,25.269
-1.318,-0.031,1.114,-631.226,-5.249,-37.415
-1.312,-0.057,1.188,-668.030,-38.879,-93.018
-1.314,-0.147,1.205,-688.232,-67.810,-136.169
-1.343,-0.190,1.251,-692.322,-92.773,-171.448
-1.333,-0.219,1.182,-684.753,-124.695,-209.656
-1.318,-0.215,0.970,-663.574,-159.119,-253.662
-1.300,-0.301,0.809,-619.324,-185.913,-292.664
-1.244,-0.375,0.682,-555.054,-216.553,-323.059
-1.279,-0.388,0.660,-479.187,-246.521,-346.741
-1.217,-0.312,0.571,-402.954,-264.771,-369.690
-1.145,-0.271,0.506,-333.252,-265.015,-388.733
-1.093,-0.310,0.490,-274.536,-259.155,-396.729
-1.028,-0.315,0.473,-229.431,-261.658,-395.935
-0.977,-0.368,0.511,-196.472,-267.944,-387.817
-0.957,-0.420,0.519,-178.894,-274.658,-375.549
-0.844,-0.511,0.440,-170.776,-281.860,-358.582
-0.740,-0.577,0.500,-161.377,-288.818,-333.679
-0.660,-0.670,0.521,-147.705,-296.570,-306.824
-0.558,-0.737,0.515,-133.179,-299.194,-283.508
-0.478,-0.827,0.492,-116.943,-297.546,-259.399
-0.462,-0.962,0.474,-99.121,-294.189,-229.614
-0.437,-1.076,0.404,-86.365,-296.875,-196.228
-0.436,-1.067,0.280,-78.491,-308.411,-163.147
-0.415,-1.089,0.227,-58.594,-319.336,-127.747
-0.416,-1.086,0.205,-28.748,-324.951,-91.064
-0.460,-1.086,0.251,11.536,-331.299,-54.810
-0.543,-1.100,0.328,55.054,-337.219,-21.179
-0.636,-1.098,0.413,91.125,-345.215,7.935
-0.709,-1.115,0.518,118.286,-358.215,34.729
-0.800,-1.143,0.655,137.756,-375.122,61.096
-0.905,-1.169,0.790,152.222,-389.343,86.182
-1.010,-1.222,0.935,167.908,-394.531,105.591
-1.077,-1.317,1.074,185.852,-385.254,118.469
-1.114,-1.399,1.210,197.449,-365.417,128.113
-1.160,-1.484,1.341,197.144,-341.858,141.907
-1.177,-1.514,1.484,184.143,-319.763,163.635
-1.203,-1.514,1.585,165.344,-310.059,194.946
-1.285,-1.522,1.628,143.311,-309.937,232.727
-1.402,-1.504,1.669,115.845,-305.969,270.691
-1.548,-1.468,1.683,91.614,-301.880,303.284
-1.722,-1.403,1.689,82.153,-304.932,328.003
-1.906,-1.335,1.720,87.524,-305.420,348.083
-2.023,-1.306,1.783,99.243,-293.457,364.502
-2.052,-1.302,1.853,105.469,-270.630,380.005
-1.995,-1.337,1.979,99.182,-244.263,399.109
-1.927,-1.351,2.109,87.952,-216.187,421.387
-1.801,-1.456,2.233,77.698,-179.810,443.970
-1.650,-1.567,2.373,62.256,-141.296,462.219
-1.531,-1.611,2.446,36.743,-102.783,476.624
-1.473,-1.741,2.488,2.319,-55.237,490.540
-1.523,-1.751,2.402,-45.776,-3.784,495.911
-1.550,-1.693,2.237,-100.098,40.527,489.258
-1.539,-1.574,2.045,-150.879,84.473,484.924
-1.623,-1.458,1.840,-187.622,132.690,487.244
-1.708,-1.288,1.636,-202.881,183.411,487.488
-1.715,-1.123,1.566,-198.914,231.018,479.553
-1.670,-0.995,1.540,-185.974,273.499,464.905
-1.588,-0.871,1.567,-181.885,307.983,445.618
-1.511,-0.827,1.619,-189.941,327.942,419.373
-1.504,-0.671,1.529,-213.013,334.473,381.653
-1.480,-0.550,1.386,-242.371,335.205,337.402
-1.492,-0.467,1.183,-272.644,328.674,292.175
-1.479,-0.318,0.941,-300.293,307.312,242.920
-1.417,-0.153,0.765,-327.698,271.179,185.913
-1.269,-0.083,0.687,-361.084,225.708,126.465
-1.166,-0.078,0.669,-402.893,173.218,72.083
-1.042,-0.133,0.817,-443.848,126.770,25.574
-0.954,-0.191,0.874,-477.539,86.487,-13.123
-0.912,-0.186,0.850,-505.188,56.824,-48.889
-0.910,-0.214,0.776,-525.757,45.776,-77.332
-0.923,-0.238,0.646,-539.307,42.786,-101.318
-0.924,-0.279,0.518,-544.128,32.166,-124.878
-0.912,-0.317,0.373,-541.870,6.836,-150.757
-0.893,-0.288,0.199,-533.936,-32.043,-180.603
-0.766,-0.306,0.103,-516.235,-77.576,-205.322
-0.725,-0.302,0.052,-493.225,-128.174,-222.778
-0.719,-0.305,0.038,-464.600,-175.232,-237.183
-0.676,-0.349,0.083,-426.575,-203.552,-248.840
-0.692,-0.422,0.089,-377.075,-223.083,-259.460
-0.730,-0.505,0.080,-317.017,-232.483,-270.325
-0.707,-0.521,0.027,-256.592,-236.633,-281.250
-0.657,-0.494,-0.023,-204.285,-248.169,-292.297
-0.589,-0.496,0.006,-161.316,-260.132,-293.335
-0.558,-0.514,0.035,-126.953,-274.048,-283.508
-0.524,-0.549,0.046,-98.083,-295.715,-268.799
-0.511,-0.630,0.092,-70.618,-320.740,-248.230
-0.533,-0.747,0.167,-43.518,-346.497,-223.328
-0.561,-0.900,0.269,-12.512,-370.972,-198.242
-0.523,-1.004,0.285,21.667,-393.555,-175.720
-0.479,-1.082,0.307,58.533,-415.710,-152.344

-0.703,-1.491,0.714,214.050,-471.252,-6.165
-0.773,-1.525,0.853,240.356,-466.980,24.170
-0.805,-1.577,1.027,255.127,-449.829,53.833
-0.855,-1.577,1.230,260.864,-431.213,87.219
-0.890,-1.563,1.371,258.789,-421.387,123.901
-0.946,-1.509,1.483,245.850,-424.744,162.842
-1.027,-1.456,1.552,223.816,-427.246,202.820
-1.104,-1.408,1.583,197.693,-409.485,239.197
-1.190,-1.377,1.569,173.706,-376.648,266.052
-1.259,-1.387,1.568,153.442,-339.844,285.278
-1.330,-1.471,1.506,134.827,-305.664,303.345
-1.381,-1.540,1.477,113.770,-279.419,324.036
-1.463,-1.636,1.495,93.750,-262.695,347.717
-1.517,-1.713,1.530,79.590,-246.338,373.108
-1.489,-1.738,1.603,74.707,-224.121,395.020
-1.444,-1.768,1.683,75.928,-197.998,411.682
-1.414,-1.773,1.777,73.120,-168.762,421.326
-1.327,-1.788,1.878,58.044,-134.216,429.382
-1.212,-1.802,1.967,27.161,-94.482,443.420
-1.109,-1.848,2.013,-12.024,-45.105,463.440
-1.092,-1.934,2.055,-53.833,11.108,486.450
-1.172,-1.958,1.998,-93.628,69.153,507.874
-1.360,-1.904,1.922,-128.113,123.413,523.804
-1.457,-1.743,1.888,-154.053,169.922,524.841
-1.454,-1.516,1.902,-174.011,212.402,499.573
-1.426,-1.356,1.810,-193.909,252.014,455.933
-1.326,-1.226,1.693,-226.440,289.490,417.786
-1.231,-1.251,1.573,-263.977,319.641,396.179
-1.132,-1.226,1.508,-287.354,337.280,387.207
-1.061,-1.089,1.517,-288.452,345.398,375.366
-1.002,-0.993,1.579,-272.400,352.722,352.905
-0.989,-0.886,1.659,-262.695,359.802,316.162
-1.009,-0.619,1.617,-268.860,345.947,265.686
-0.933,-0.389,1.499,-291.138,317.200,213.989
-0.852,-0.208,1.267,-336.792,285.583,170.349
-0.744,-0.137,1.014,-398.926,249.634,137.512
-0.692,-0.144,0.824,-463.989,201.233,107.971
-0.575,-0.172,0.677,-517.700,139.832,80.933
-0.495,-0.147,0.548,-557.983,85.754,60.913
-0.460,-0.135,0.469,-577.759,41.748,49.316
-0.504,-0.111,0.393,-582.581,3.235,37.354
-0.543,-0.072,0.259,-581.543,-34.119,19.226
-0.518,0.019,0.116,-578.186,-75.073,-4.211
-0.545,0.057,0.105,-567.993,-123.962,-28.625
-0.602,0.061,0.116,-553.894,-177.917,-56.824
-0.662,0.074,0.117,-535.645,-222.656,-90.393
-0.661,0.083,0.149,-509.033,-252.747,-127.625
-0.656,0.056,0.188,-475.098,-270.020,-165.771
-0.653,-0.018,0.201,-434.204,-275.085,-202.087
-0.674,-0.162,0.182,-382.629,-271.851,-235.291
-0.695,-0.294,0.104,-328.674,-269.348,-266.418
-0.660,-0.411,0.034,-279.663,-276.428,-291.077
-0.619,-0.572,0.033,-234.619,-289.917,-302.429
-0.578,-0.726,0.066,-198.425,-308.350,-300.415
-0.496,-0.831,0.095,-170.776,-333.374,-285.889
-0.426,-0.874,0.142,-146.423,-361.389,-259.277
-0.380,-0.925,0.202,-121.094,-392.151,-223.389
-0.431,-0.996,0.231,-92.529,-424.622,-180.237
-0.522,-1.019,0.234,-61.462,-460.449,-135.193
-0.630,-1.023,0.297,-22.339,-496.277,-91.003
-0.796,-1.104,0.423,28.992,-523.315,-50.415
-0.960,-1.244,0.604,86.060,-539.001,-20.630
-0.972,-1.373,0.882,149.109,-544.434,-1.648
-0.911,-1.458,1.121,224.915,-541.199,6.287
-0.891,-1.557,1.294,295.837,-516.785,7.935
-0.881,-1.671,1.486,334.961,-478.394,18.188
-0.849,-1.688,1.656,335.022,-452.759,44.617
-0.856,-1.633,1.782,307.617,-443.420,84.595
-0.918,-1.566,1.882,265.747,-437.256,129.028
-1.003,-1.422,1.860,222.534,-423.401,167.542
-1.137,-1.266,1.830,187.561,-392.944,197.021
-1.263,-1.119,1.760,159.851,-349.731,215.881
-1.310,-1.047,1.654,133.667,-306.030,226.868
-1.347,-1.026,1.587,107.971,-275.269,238.281
-1.360,-1.046,1.523,85.571,-256.653,253.601
-1.353,-1.145,1.442,67.078,-242.004,275.269
-1.305,-1.324,1.383,54.138,-227.966,304.138
-1.287,-1.501,1.421,54.810,-214.478,341.003
-1.336,-1.668,1.528,78.735,-200.867,383.057
-1.426,-1.817,1.660,116.211,-183.899,421.265
-1.506,-1.864,1.828,149.414,-162.048,444.946
-1.525,-1.835,1.965,165.771,-136.108,454.834
-1.532,-1.721,2.078,152.588,-105.896,456.726
-1.470,-1.626,2.141,108.582,-68.726,457.825
-1.419,-1.527,2.117,37.292,-31.555,462.646
-1.394,-1.483,2.038,-43.274,4.028,472.290
-1.354,-1.507,1.947,-111.267,45.532,482.300
-1.258,-1.628,1.829,-157.593,96.375,490.662
-1.170,-1.684,1.708,-179.077,149.841,496.887
-1.197,-1.726,1.689,-170.959,197.754,502.197
-1.396,-1.581,1.622,-139.954,233.215,495.361
-1.448,-1.230,1.627,-111.450,260.925,469.360
-1.429,-0.898,1.560,-102.966,284.241,433.777
-1.415,-0.610,1.479,-117.737,302.124,398.315
-1.343,-0.346,1.329,-155.334,307.861,360.657
-1.292,-0.105,1.177,-210.632,291.443,316.895
-1.207,0.051,1.090,-277.161,249.817,260.132
-1.030,0.042,1.144,-348.755,190.674,189.758
-0.821,0.134,1.154,-419.861,123.352,118.774
-0.628,0.136,1.152,-480.042,69.580,61.462
-0.437,0.086,1.192,-529.602,48.096,26.672
-0.348,0.078,1.163,-565.674,43.884,11.169
-0.381,0.094,1.067,-585.510,46.265,5.798
-0.500,0.111,0.905,-598.083,49.255,-3.235
-0.613,0.121,0.721,-609.314,43.274,-24.109
-0.753,0.215,0.447,-620.239,20.996,-57.922
-0.811,0.324,0.158,-625.488,-11.536,-100.037
-0.813,0.321,-0.033,-615.356,-48.157,-144.104
-0.851,0.250,-0.154,-591.370,-97.473,-185.852
-0.924,0.112,-0.172,-560.059,-160.828,-222.046
-0.990,-0.122,-0.057,-521.484,-223.694,-252.686
-1.056,-0.292,0.017,-479.187,-280.823,-281.067
-1.052,-0.528,0.100,-427.673,-322.754,-305.420
-1.018,-0.768,0.106,-365.784,-348.328,-321.899
-0.927,-0.948,0.056,-292.847,-362.122,-330.933
-0.828,-1.132,0.090,-215.088,-366.455,-327.515
-0.734,-1.191,0.165,-148.376,-377.563,-310.120
-0.707,-1.160,0.104,-96.802,-407.349,-285.217
-0.599,-1.136,0.291,-56.824,-425.110,-252.930

-0.625,-1.665,0.445,199.280,-410.339,-61.707
-0.709,-1.731,0.562,240.051,-426.453,-15.076
-0.870,-1.796,0.750,286.011,-446.228,35.095
-1.013,-1.814,0.991,326.904,-458.069,82.886
-1.132,-1.781,1.264,349.609,-459.534,121.826
-1.254,-1.730,1.454,350.769,-450.745,152.344
-1.314,-1.628,1.576,330.322,-434.998,179.504
-1.365,-1.513,1.614,293.091,-419.800,204.041
-1.394,-1.484,1.597,247.559,-399.841,226.379
-1.401,-1.495,1.558,199.402,-375.366,249.146
-1.426,-1.510,1.506,157.715,-351.379,275.574
-1.430,-1.593,1.464,132.751,-325.623,305.359
-1.489,-1.730,1.501,122.437,-301.086,332.764
-1.650,-1.698,1.507,118.042,-283.020,353.638
-1.741,-1.652,1.560,123.169,-264.404,368.469
-1.743,-1.602,1.696,135.498,-241.211,377.502
-1.693,-1.574,1.822,140.625,-213.074,380.432
-1.563,-1.563,1.949,127.502,-181.335,381.775
-1.381,-1.580,2.073,99.182,-149.292,385.681
-1.175,-1.642,2.201,60.486,-112.976,395.691
-1.032,-1.700,2.283,15.808,-71.960,414.124
-0.941,-1.822,2.288,-27.832,-25.024,436.768
-1.051,-1.844,2.199,-69.580,22.339,452.332
-1.128,-1.745,2.005,-106.506,67.444,455.322
-1.182,-1.629,1.840,-139.221,107.605,450.867
-1.206,-1.449,1.622,-170.227,142.639,446.655
-1.210,-1.267,1.474,-188.782,179.993,439.514
-1.179,-1.046,1.414,-193.237,216.003,426.208
-1.099,-0.881,1.444,-191.345,244.141,403.015
-0.981,-0.767,1.500,-195.618,265.930,372.986
-0.863,-0.733,1.544,-221.619,280.334,343.811
-0.818,-0.679,1.532,-262.207,280.701,315.735
-0.825,-0.612,1.450,-307.617,266.174,284.241
-0.833,-0.517,1.308,-353.027,241.699,249.329
-0.813,-0.395,1.118,-394.592,210.632,211.487
-0.799,-0.245,0.983,-430.054,174.927,173.645
-0.773,-0.123,0.880,-462.280,139.404,136.658
-0.772,-0.019,0.787,-493.835,107.727,98.999
-0.760,0.037,0.710,-525.391,77.271,57.861
-0.734,0.060,0.652,-554.871,45.837,12.451
-0.660,0.051,0.585,-574.036,20.447,-29.602
-0.663,0.044,0.528,-579.468,2.014,-63.721
-0.677,-0.003,0.495,-575.623,-15.198,-95.398
-0.667,-0.056,0.393,-567.139,-36.194,-129.211
-0.662,-0.075,0.202,-554.382,-59.387,-164.307
-0.613,-0.101,-0.016,-533.691,-88.806,-199.524
-0.553,-0.166,-0.158,-499.268,-124.084,-226.135
-0.531,-0.242,-0.214,-453.369,-163.391,-239.441
-0.547,-0.251,-0.201,-403.503,-206.665,-248.718
-0.554,-0.321,-0.150,-351.990,-242.249,-257.690
-0.610,-0.378,-0.086,-298.889,-265.930,-268.005
-0.654,-0.446,-0.040,-248.535,-279.480,-283.142
-0.678,-0.489,-0.044,-206.665,-291.504,-300.171
-0.660,-0.521,-0.068,-172.852,-310.364,-311.279
-0.659,-0.622,-0.037,-145.996,-331.299,-307.983
-0.654,-0.733,0.053,-122.864,-353.638,-290.710
-0.629,-0.815,0.097,-97.961,-384.827,-268.677
