aX,aY,aZ,gX,gY,gZ
0.108,0.588,0.773,0.977,2.563,2.991
0.108,0.587,0.774,0.916,2.563,3.174
0.107,0.588,0.773,0.854,2.563,3.113
0.108,0.587,0.773,0.732,2.380,3.052
0.107,0.587,0.774,0.793,2.502,3.174
0.107,0.586,0.774,0.732,2.441,3.113
0.107,0.588,0.774,0.793,2.441,3.052
0.108,0.588,0.774,0.793,2.441,2.930
0.109,0.587,0.774,0.854,2.625,3.113
0.107,0.586,0.773,0.732,2.563,3.052
0.107,0.588,0.774,0.671,2.380,2.869
0.109,0.586,0.775,0.610,2.563,2.991
0.108,0.588,0.774,0.854,2.625,3.052
0.107,0.587,0.774,0.854,2.502,3.052
0.107,0.587,0.774,0.854,2.441,3.052
0.109,0.587,0.774,0.854,2.441,3.052
0.108,0.588,0.775,0.854,2.319,2.930
0.109,0.587,0.775,0.854,2.441,2.930
0.108,0.588,0.775,0.854,2.625,2.869
0.107,0.588,0.775,0.793,2.563,2.991
0.107,0.588,0.774,0.977,2.563,3.174
0.107,0.588,0.775,0.793,2.380,3.235
0.108,0.587,0.775,0.793,2.502,3.174
0.108,0.587,0.774,0.732,2.502,3.113
0.108,0.587,0.776,0.610,2.563,2.869
0.108,0.587,0.775,0.977,2.563,2.991
0.108,0.587,0.775,0.977,2.502,2.991
0.107,0.587,0.776,0.916,2.441,3.052
0.108,0.587,0.775,0.854,2.380,3.052
0.107,0.589,0.775,0.793,2.502,3.113
0.108,0.587,0.775,0.793,2.319,2.991
0.108,0.587,0.775,0.854,2.441,2.869
0.108,0.587,0.776,0.854,2.502,3.113
0.108,0.587,0.775,0.671,2.441,3.113
0.108,0.587,0.775,0.671,2.441,2.930
0.108,0.588,0.776,0.732,2.502,3.052
0.107,0.588,0.776,0.549,2.502,3.052
0.108,0.587,0.776,0.854,2.502,3.113
0.107,0.587,0.777,0.854,2.502,3.113
0.108,0.588,0.777,0.793,2.563,2.991
0.107,0.588,0.777,0.977,2.625,2.930
0.108,0.587,0.777,0.977,2.441,3.052
0.107,0.587,0.777,0.854,2.380,3.113
0.107,0.587,0.778,0.793,2.502,3.113
0.107,0.587,0.776,0.977,2.502,3.052
0.108,0.587,0.777,0.793,2.380,3.113
0.108,0.587,0.776,0.610,2.441,3.052
0.141,0.360,0.891,-4.578,5.737,27.649
-0.191,0.685,0.849,-27.832,-3.906,33.813
0.145,0.891,0.792,-27.588,-5.798,34.363
-0.030,0.784,0.754,-25.024,6.531,51.392
0.144,0.630,0.775,-41.504,16.663,62.134
0.062,0.690,0.845,-56.946,18.616,63.110
0.001,0.870,0.875,-68.237,6.958,63.538
0.103,0.912,0.811,-90.454,-9.216,73.608
-0.068,0.590,0.653,-108.154,-26.978,86.487
-0.002,0.547,0.614,-114.075,-15.991,69.275
0.148,0.603,0.944,-112.000,21.729,33.875
0.020,1.012,1.168,-80.566,59.937,-7.080
0.139,0.905,1.088,-44.861,74.280,-28.442
0.827,0.113,0.397,-39.307,81.116,-48.828
-0.260,-2.306,-0.204,-174.011,54.565,-85.266
-1.162,3.665,3.876,-362.000,78.491,-114.258
1.110,2.325,1.506,16.418,50.659,-53.589
-0.341,0.874,0.640,114.807,-51.208,-34.729
0.163,0.709,-0.030,163.330,32.471,-42.236
0.478,0.228,0.170,91.980,83.069,-8.118
0.144,0.108,-0.080,-15.076,80.200,-5.310
0.483,1.047,0.114,-148.437,116.821,-4.333
0.223,1.179,0.523,-211.365,139.771,-33.936
0.120,1.017,0.706,-163.025,127.625,-59.265
0.184,0.980,1.038,-88.074,111.877,-66.589
0.227,1.570,2.013,27.100,92.529,-58.655
-0.068,2.031,3.986,359.192,119.263,-54.138
0.554,-0.720,-3.949,931.335,114.563,10.559
0.041,0.096,-0.565,391.052,36.926,8.301
0.481,0.931,1.947,-132.141,60.974,6.226
0.410,0.303,0.381,22.034,32.410,38.696
0.479,0.581,0.824,-10.254,23.254,51.941
0.404,0.600,1.013,-47.363,37.415,63.538
0.366,0.548,0.991,-49.255,41.992,80.383
0.352,0.705,0.991,-56.641,62.317,94.360
0.320,0.752,0.854,-67.993,81.116,103.333
0.258,0.908,0.922,-82.947,91.553,106.995
0.354,1.158,1.049,-102.173,92.346,104.431
0.206,2.039,1.650,-93.750,92.712,96.680
0.405,1.709,1.321,-14.343,107.300,91.919
0.203,1.558,1.174,33.020,116.516,76.904
0.130,1.589,1.120,17.822,129.944,53.772
0.133,1.570,1.031,-1.526,145.142,34.790
0.059,1.591,0.919,-15.564,156.494,15.198
-0.011,1.506,0.852,-19.165,162.476,-3.052
-0.001,1.583,0.661,-19.836,161.865,-17.456
-0.061,1.338,0.553,-27.771,155.457,-43.823
-0.057,1.194,0.467,-30.945,145.508,-58.044
-0.005,1.263,0.419,-34.912,137.695,-59.753
-0.014,1.255,0.436,-36.072,133.728,-69.092
-0.007,1.174,0.441,-24.780,129.211,-80.994
-0.020,1.134,0.413,-6.470,125.305,-91.614
-0.027,1.096,0.398,9.399,122.620,-101.990
-0.041,1.034,0.362,24.231,119.507,-109.680
-0.060,0.957,0.379,41.016,119.385,-116.211
-0.386,1.116,0.236,55.115,121.826,-122.314
-0.038,0.800,0.430,76.721,136.658,-132.935
-0.018,0.730,0.330,77.148,132.324,-135.437
-0.004,0.723,0.328,78.735,132.751,-135.864
-0.005,0.668,0.349,79.285,132.568,-142.822
0.021,0.625,0.274,80.994,131.592,-150.146
0.001,0.566,0.244,87.402,137.146,-160.278
-0.034,0.558,0.153,98.206,146.545,-169.922
0.077,0.460,0.405,109.863,160.400,-175.537
0.020,0.440,0.274,87.585,143.738,-174.927
0.044,0.422,0.203,66.589,132.996,-179.260
0.013,0.309,0.182,63.049,131.104,-183.716
-0.033,0.188,0.075,64.819,123.962,-189.941
-0.023,0.165,0.035,62.439,118.530,-195.862
-0.036,0.196,-0.005,57.068,113.098,-205.505
-0.065,0.146,-0.064,59.631,109.314,-217.651
-0.114,0.062,-0.121,67.444,106.506,-230.225
-0.219,-0.083,-0.253,70.862,99.548,-244.690
-0.321,-0.126,-0.385,72.083,94.971,-260.376
-0.391,-0.198,-0.519,79.895,90.393,-276.001
-0.418,-0.318,-0.805,93.933,76.904,-285.889
-0.463,-0.463,-1.108,104.065,54.199,-290.649
-0.500,-0.658,-1.323,101.990,21.912,-286.072
-0.453,-0.859,-1.422,82.153,-21.729,-268.738
-0.292,-1.076,-1.372,42.664,-80.811,-237.305
-0.184,-1.197,-1.084,-11.658,-149.536,-188.599
-0.077,-1.265,-0.754,-63.110,-208.496,-131.165
-0.006,-1.334,-0.505,-101.318,-252.991,-78.552
0.077,-1.410,-0.303,-115.112,-283.936,-39.856
0.176,-1.563,-0.321,-100.769,-306.702,-18.188
0.293,-1.740,-0.313,-73.792,-319.580,-15.503
0.341,-1.719,-0.231,-41.016,-322.754,-22.705
0.532,-1.826,-0.328,-3.296,-330.627,-24.109
0.622,-1.875,-0.172,25.269,-338.013,-23.010
0.706,-1.938,0.012,49.683,-338.013,-12.878
0.770,-1.976,0.280,76.416,-339.111,6.592
0.960,-2.069,0.705,99.365,-338.928,30.151
0.851,-1.830,0.717,108.765,-339.111,52.307
0.853,-1.614,1.165,105.103,-308.472,83.374
0.787,-1.388,1.442,84.473,-257.629,104.004
0.636,-1.042,1.592,55.420,-235.474,106.628
0.594,-0.709,1.709,19.592,-239.258,107.971
0.624,-0.436,1.880,-29.297,-255.676,113.770
0.643,-0.257,2.032,-84.106,-269.714,125.854
0.576,-0.104,2.148,-127.991,-264.160,139.648
0.470,0.062,2.203,-145.203,-239.380,146.484
0.360,0.195,2.088,-131.775,-199.829,141.296
0.271,0.305,1.971,-97.534,-141.907,123.657
0.252,0.441,1.778,-49.805,-81.543,105.408
0.123,0.420,1.555,-7.263,-35.645,92.957
0.063,0.568,1.530,25.024,0.488,74.646
0.086,0.602,1.462,36.743,8.179,50.598
-0.032,0.535,1.247,41.748,0.244,42.786
-0.013,0.474,1.236,37.476,1.038,46.509
-0.023,0.439,1.195,18.555,-0.610,43.640
-0.065,0.398,1.134,-2.197,-10.132,37.415
-0.065,0.317,1.125,-23.865,-16.113,33.752
-0.064,0.213,1.136,-49.194,-21.118,33.508
-0.111,0.160,1.111,-72.388,-25.391,34.058
-0.085,0.104,1.163,-88.684,-26.733,35.400
-0.064,0.041,1.203,-97.534,-25.330,35.461
-0.050,-0.010,1.215,-96.863,-22.217,34.302
-0.033,-0.036,1.209,-86.853,-15.442,32.043
-0.020,-0.030,1.171,-70.313,-7.019,28.015
-0.510,0.391,2.237,-139.587,-97.229,206.543
-0.619,0.588,2.326,-125.977,-81.970,193.909
-0.648,0.739,2.391,-100.037,-55.420,172.363
-0.651,0.794,2.395,-67.078,-14.709,146.362
-0.687,0.790,2.323,-35.278,35.156,120.544
-0.706,0.763,2.209,-10.071,85.754,100.159
-0.733,0.752,2.039,4.211,125.793,84.717
-0.778,0.763,1.865,8.057,153.809,74.219
-0.820,0.764,1.702,4.333,171.570,66.284
-0.853,0.762,1.547,-4.517,181.396,58.533
-0.882,0.754,1.418,-16.479,186.829,50.110
-0.917,0.730,1.300,-29.358,188.538,41.626
-0.932,0.704,1.184,-42.053,187.317,30.762
-0.921,0.664,1.086,-54.199,185.791,18.738
-0.900,0.616,1.000,-66.345,183.594,6.592
-0.869,0.565,0.920,-77.942,179.260,-4.150
-0.831,0.520,0.853,-87.646,173.157,-13.428
-0.805,0.467,0.788,-94.177,167.053,-22.217
-0.775,0.444,0.709,-96.985,160.522,-29.541
-0.726,0.449,0.628,-96.680,154.175,-37.598
-0.694,0.428,0.560,-93.323,149.231,-47.058
-0.669,0.401,0.502,-88.623,146.729,-55.725
-0.640,0.382,0.452,-84.595,144.226,-63.171
-0.611,0.361,0.413,-80.017,140.686,-69.336
-0.561,0.331,0.394,-76.172,136.902,-74.768
-0.505,0.317,0.389,-72.632,134.094,-78.247
-0.463,0.319,0.372,-66.956,132.507,-78.857
-0.421,0.322,0.347,-59.143,134.399,-78.003
-0.383,0.319,0.319,-50.293,140.320,-77.820
-0.349,0.296,0.292,-39.978,148.682,-78.308
-0.304,0.294,0.255,-29.175,156.616,-78.979
-0.272,0.296,0.204,-20.569,161.804,-80.139
-0.247,0.300,0.160,-14.954,163.940,-81.970
-0.230,0.309,0.114,-13.123,162.598,-85.388
-0.204,0.317,0.052,-14.160,157.043,-89.539
-0.167,0.311,0.000,-18.555,148.865,-95.337
-0.131,0.287,-0.039,-25.635,139.038,-101.929
-0.108,0.264,-0.071,-33.020,128.296,-109.192
-0.075,0.225,-0.111,-37.109,118.896,-117.493
-0.029,0.175,-0.153,-36.926,109.985,-125.183
0.019,0.131,-0.189,-34.729,101.685,-131.226
0.064,0.083,-0.229,-29.602,94.299,-135.681
0.120,0.037,-0.259,-21.912,87.341,-138.489
0.189,-0.024,-0.275,-13.611,78.430,-139.221
0.246,-0.080,-0.264,-6.104,67.505,-136.536
0.271,-0.117,-0.263,0.793,56.946,-131.836
0.294,-0.127,-0.277,7.019,45.044,-127.991
0.312,-0.142,-0.288,11.230,30.518,-125.488
0.324,-0.181,-0.284,10.132,12.756,-122.742
0.333,-0.202,-0.242,4.639,-7.507,-120.178
0.383,-0.221,-0.169,-1.953,-29.602,-119.873
0.441,-0.300,-0.081,-5.920,-50.049,-118.408
0.494,-0.383,0.034,-7.629,-63.721,-114.624
0.520,-0.442,0.111,-2.869,-73.303,-108.032
0.522,-0.462,0.165,7.080,-78.125,-101.624
0.528,-0.455,0.200,18.005,-79.773,-97.656
0.535,-0.466,0.236,26.733,-80.750,-95.703
0.551,-0.495,0.273,33.875,-83.191,-95.032
0.613,-0.539,0.316,38.940,-87.280,-95.032
0.648,-0.601,0.347,42.480,-90.881,-93.018
0.681,-0.651,0.380,44.189,-94.360,-87.708
0.698,-0.687,0.400,45.959,-97.778,-81.116
0.725,-0.683,0.400,48.767,-99.670,-74.097
0.729,-0.688,0.387,50.720,-100.342,-66.162
0.734,-0.724,0.404,49.927,-102.173,-58.167
0.773,-0.772,0.451,45.593,-107.178,-49.255
0.796,-0.798,0.525,39.490,-113.098,-39.368
0.814,-0.777,0.594,32.959,-118.713,-28.137
0.815,-0.761,0.574,25.818,-122.437,-16.968
0.781,-0.704,0.579,19.592,-126.465,-8.057
0.842,-0.653,0.694,14.343,-124.817,-0.610
0.843,-0.650,0.696,10.864,-122.559,3.418
0.849,-0.665,0.760,11.658,-126.038,9.521
0.840,-0.669,0.839,13.000,-136.230,19.348
0.822,-0.637,0.936,11.292,-140.930,29.358
0.805,-0.594,1.017,6.409,-137.390,37.781
0.765,-0.541,1.045,0.244,-133.057,45.532
0.735,-0.514,1.066,-4.578,-130.005,52.673
0.691,-0.493,1.096,-8.545,-128.784,59.448
0.708,-0.483,1.091,-12.146,-127.991,67.139
0.585,-0.447,1.067,-20.020,-132.263,70.068
0.563,-0.410,1.158,-30.457,-144.226,79.773
0.483,-0.362,1.235,-40.466,-148.560,91.003
0.409,-0.309,1.287,-48.767,-143.860,96.619
0.399,-0.254,1.417,-53.162,-137.939,99.060
0.351,-0.204,1.473,-54.626,-137.695,102.661
0.265,-0.131,1.465,-54.810,-137.512,107.178
0.226,-0.070,1.589,-54.138,-132.019,110.962
0.187,-0.004,1.670,-53.284,-125.061,115.662
0.129,0.094,1.702,-50.781,-116.394,116.577
0.068,0.177,1.703,-45.166,-104.126,116.028
0.026,0.248,1.701,-40.527,-87.708,114.014
-0.027,0.307,1.661,-36.560,-72.876,109.619
-0.066,0.363,1.617,-32.532,-60.364,103.943
-0.092,0.414,1.573,-28.625,-47.913,98.450
-0.134,0.461,1.522,-25.330,-35.645,94.299
-0.169,0.495,1.489,-22.278,-24.780,89.783
-0.198,0.515,1.443,-19.470,-15.991,83.435
-0.219,0.510,1.383,-17.212,-9.155,76.660
-0.231,0.498,1.334,-15.808,-2.930,70.557
-0.250,0.486,1.264,-12.756,0.793,64.209
-0.250,0.490,1.225,-8.545,3.357,57.739
-0.253,0.486,1.183,-4.333,6.042,50.659
-0.248,0.463,1.141,0.671,7.568,43.823
-0.247,0.451,1.111,4.761,9.460,37.476
-0.246,0.434,1.085,8.606,11.230,31.555
-0.237,0.415,1.067,11.108,12.451,25.879
-0.217,0.385,1.053,11.169,12.512,20.386
-0.204,0.341,1.036,9.521,11.414,16.602
-0.188,0.310,1.020,7.141,10.437,13.794
-0.171,0.285,1.019,5.249,8.911,11.230
-0.157,0.252,1.007,4.211,7.324,8.972
-0.129,0.223,1.013,3.601,6.958,6.897
-0.108,0.200,1.002,3.418,7.935,5.493
-0.091,0.188,0.987,3.418,8.606,4.761
-0.078,0.179,0.968,2.625,8.179,4.639
-0.069,0.169,0.953,0.732,6.775,4.456
-0.057,0.152,0.940,-1.892,4.578,4.333
-0.049,0.141,0.937,-4.028,2.441,4.333
-0.233,0.368,1.965,-45.959,41.992,39.978
-0.259,0.397,1.905,-46.814,59.998,33.020
-0.289,0.418,1.824,-48.279,75.073,25.635
-0.312,0.430,1.758,-51.880,86.853,19.104
-0.326,0.444,1.693,-57.434,96.313,11.963
-0.347,0.494,1.645,-61.646,107.300,5.371
-0.362,0.557,1.608,-63.660,117.371,-1.709
-0.374,0.600,1.556,-63.904,128.357,-11.963
-0.394,0.648,1.491,-61.768,142.029,-23.682
-0.401,0.692,1.400,-57.678,153.198,-34.546
-0.425,0.733,1.296,-53.711,161.316,-42.969
-0.458,0.774,1.197,-53.101,166.565,-48.950
-0.489,0.828,1.114,-56.519,165.649,-53.955
-0.518,0.874,1.048,-60.364,161.987,-59.937
-0.543,0.890,1.001,-65.979,157.104,-68.359
-0.567,0.872,0.952,-71.655,152.161,-79.102
-0.577,0.822,0.878,-75.928,146.667,-89.172
-0.583,0.779,0.814,-80.078,143.311,-97.778
-0.594,0.764,0.764,-82.642,140.869,-104.065
-0.613,0.753,0.698,-83.252,138.916,-108.765
-0.619,0.725,0.622,-82.520,138.550,-114.136
-0.615,0.693,0.546,-79.895,139.587,-120.361
-0.622,0.644,0.442,-73.914,140.747,-125.061
-0.609,0.586,0.325,-67.261,141.174,-129.944
-0.582,0.527,0.205,-61.340,138.977,-135.498
-0.548,0.474,0.092,-56.091,133.850,-139.771
-0.512,0.414,-0.008,-51.270,126.038,-142.578
-0.474,0.360,-0.092,-47.546,115.784,-144.592
-0.437,0.310,-0.167,-44.373,103.210,-145.996
-0.405,0.245,-0.221,-40.588,89.600,-146.606
-0.374,0.176,-0.255,-37.231,75.439,-146.606
-0.338,0.113,-0.281,-34.668,60.974,-146.118
-0.300,0.034,-0.299,-32.471,46.448,-144.836
-0.252,-0.027,-0.311,-30.334,32.593,-143.127
-0.199,-0.089,-0.320,-27.771,20.447,-141.296
-0.161,-0.169,-0.349,-23.193,11.414,-139.526
-0.123,-0.250,-0.389,-16.418,4.822,-136.963
-0.094,-0.322,-0.416,-9.460,-1.526,-132.507
-0.062,-0.371,-0.425,-2.686,-10.071,-126.709
-0.022,-0.381,-0.414,1.892,-21.912,-120.850
0.010,-0.390,-0.396,6.104,-34.424,-115.417
0.048,-0.401,-0.382,9.399,-47.180,-111.145
0.066,-0.412,-0.364,10.620,-61.035,-107.605
0.061,-0.424,-0.339,8.057,-76.416,-104.248
0.064,-0.462,-0.307,0.366,-94.116,-102.234
0.075,-0.536,-0.274,-11.902,-114.746,-99.487
0.099,-0.607,-0.208,-23.315,-136.353,-92.896
0.097,-0.656,-0.131,-30.090,-160.461,-82.703
0.089,-0.678,-0.012,-33.691,-184.998,-70.740
0.082,-0.706,0.184,-38.086,-207.764,-59.265
0.074,-0.727,0.426,-37.231,-229.004,-47.668
0.089,-0.750,0.635,-27.771,-240.845,-39.185
0.151,-0.799,0.774,-10.193,-239.807,-34.485
0.211,-0.863,0.865,11.475,-230.286,-30.273
0.225,-0.907,0.909,32.959,-216.858,-23.682
0.234,-0.959,0.995,45.410,-206.177,-14.160
0.256,-0.981,1.127,46.692,-201.233,-3.296
0.255,-0.989,1.256,41.199,-196.167,6.897
0.270,-1.005,1.334,33.813,-187.744,15.564
0.285,-1.005,1.420,21.790,-179.321,23.926
0.370,-0.956,1.670,7.935,-170.959,31.921
0.257,-0.967,1.495,-1.831,-168.213,40.100
0.240,-0.962,1.544,-12.878,-142.334,49.072
0.186,-0.899,1.626,-20.752,-138.733,54.871
0.140,-0.812,1.678,-24.475,-143.250,63.599
0.105,-0.702,1.714,-30.029,-143.372,73.181
0.068,-0.596,1.724,-37.354,-134.766,80.017
-0.012,-0.512,1.670,-43.091,-123.474,86.060
-0.069,-0.408,1.713,-50.537,-114.258,91.797
-0.172,-0.374,1.718,-61.035,-114.441,96.741
-0.177,-0.151,1.812,-71.411,-102.600,99.487
-0.186,-0.139,1.781,-69.580,-90.454,97.168
-0.145,-0.120,1.735,-58.411,-76.965,91.064
-0.111,-0.114,1.627,-52.734,-63.660,91.614
-0.125,-0.092,1.505,-46.509,-63.782,99.854
-0.169,-0.009,1.419,-39.978,-64.392,108.765
-0.214,0.089,1.392,-35.095,-63.232,116.028
-0.244,0.164,1.410,-29.358,-57.800,119.385
-0.338,0.251,1.447,-23.621,-57.495,117.310
-0.395,0.319,1.493,-20.691,-67.627,114.441
-0.418,0.366,1.557,-23.499,-73.242,111.877
-0.397,0.369,1.831,-30.151,-74.402,111.816
-0.129,0.558,2.337,-44.617,-30.334,99.670
-0.503,0.910,2.902,-92.102,30.518,96.680
-0.406,0.562,2.401,-116.089,4.089,113.037
-0.592,0.566,2.056,-138.672,-3.723,131.836
-0.696,0.514,1.837,-121.460,-5.249,150.146
-0.857,0.718,1.921,-51.392,3.052,156.311
-0.934,0.904,2.067,15.137,43.762,135.742
-0.962,0.896,2.014,60.669,57.983,119.202
-0.959,0.973,2.006,78.247,55.847,107.666
-0.943,0.999,2.049,63.782,61.646,92.957
-0.905,0.952,2.089,37.170,70.251,75.562
-0.844,0.865,2.070,10.132,81.482,58.228
-0.800,0.771,2.006,-17.273,96.863,44.922
-0.761,0.692,1.913,-43.762,114.380,36.194
-0.745,0.621,1.780,-66.162,131.409,30.945
-0.741,0.560,1.649,-83.557,148.071,28.992
-0.753,0.505,1.516,-93.933,161.133,30.762
-0.736,0.453,1.395,-96.741,170.349,34.363
-0.721,0.412,1.284,-93.811,176.208,37.231
-0.728,0.420,1.223,-87.158,181.030,40.771
-0.741,0.467,1.172,-76.843,184.814,41.016
-0.743,0.500,1.099,-62.500,188.538,33.508
-0.703,0.504,1.021,-48.279,192.505,21.973
-0.665,0.503,0.950,-38.940,192.749,11.230
-0.618,0.499,0.883,-33.691,189.453,3.174
-0.565,0.488,0.819,-30.273,184.326,-2.380
-0.522,0.482,0.753,-29.114,179.382,-6.714
-0.505,0.477,0.661,-28.870,176.086,-11.841
-0.461,0.474,0.560,-28.992,174.622,-17.517
-0.412,0.467,0.459,-31.250,172.791,-23.071
-0.388,0.461,0.363,-35.889,169.617,-27.344
-0.354,0.463,0.276,-41.626,165.039,-31.311
-0.311,0.481,0.221,-49.316,156.860,-35.461
-0.264,0.500,0.180,-55.542,147.095,-39.490
-0.227,0.508,0.145,-57.129,137.390,-43.884
-0.186,0.503,0.106,-54.688,128.784,-48.828
-0.143,0.502,0.072,-49.988,121.216,-53.467
-0.609,0.371,1.685,16.296,-68.054,96.008
-0.630,0.376,1.759,9.705,-62.439,94.971
-0.677,0.403,1.854,1.587,-54.932,95.886
-0.706,0.433,1.922,-1.404,-46.143,93.994
-0.695,0.439,1.965,1.526,-34.241,87.341
-0.661,0.422,1.970,5.676,-22.461,79.346
-0.643,0.405,1.958,6.653,-11.780,73.120
-0.636,0.394,1.947,4.395,-1.221,68.726
-0.632,0.384,1.943,1.343,10.437,64.636
-0.600,0.329,1.940,-0.305,24.048,60.059
-0.563,0.290,1.929,-3.296,38.818,57.373
-0.557,0.267,1.874,-9.094,55.725,55.725
-0.555,0.239,1.791,-15.991,72.937,53.589
-0.541,0.189,1.717,-24.170,88.623,52.063
-0.540,0.154,1.638,-35.767,102.539,52.368
-0.531,0.129,1.565,-49.011,114.990,54.382
-0.516,0.092,1.494,-60.242,125.061,56.641
-0.478,0.019,1.441,-68.420,132.874,59.387
-0.432,-0.032,1.404,-75.928,140.808,64.697
-0.417,-0.048,1.363,-83.313,147.278,74.280
-0.449,0.037,1.367,-87.036,152.710,84.778
-0.467,0.116,1.362,-83.984,159.912,85.571
-0.484,0.172,1.336,-73.181,174.072,75.073
-0.484,0.201,1.270,-59.937,188.110,60.364
-0.448,0.234,1.177,-52.612,194.275,48.950
-0.407,0.269,1.099,-54.016,192.688,44.312
-0.378,0.315,1.046,-61.890,187.012,41.870
-0.322,0.371,1.009,-69.641,179.565,40.833
-0.249,0.439,0.953,-74.402,170.837,40.344
-0.177,0.521,0.902,-73.425,164.307,41.870
-0.122,0.618,0.822,-65.125,160.217,45.593
-0.117,0.742,0.751,-54.688,156.799,47.180
-0.174,0.862,0.711,-44.983,154.785,43.701
-0.180,0.969,0.649,-37.170,150.391,36.926
-0.206,1.057,0.609,-36.499,144.653,23.682
-0.243,1.123,0.572,-39.978,137.756,5.737
-0.254,1.111,0.546,-46.875,130.066,-16.785
-0.253,1.017,0.516,-55.847,124.023,-40.771
-0.255,0.890,0.478,-66.833,117.004,-59.937
-0.247,0.760,0.449,-79.590,106.445,-73.364
-0.211,0.629,0.447,-90.393,95.032,-81.665
-0.169,0.523,0.450,-95.154,85.266,-84.900
-0.123,0.445,0.429,-93.872,79.407,-84.412
-0.098,0.397,0.406,-87.708,77.148,-81.482
-0.101,0.357,0.365,-78.613,77.087,-79.163
-0.117,0.312,0.303,-65.918,78.064,-80.322
-0.128,0.262,0.237,-55.969,79.407,-85.327
-0.136,0.199,0.179,-49.194,79.834,-93.079
-0.126,0.123,0.119,-45.471,77.942,-101.563
-0.092,0.051,0.063,-44.678,73.303,-108.704
-0.037,0.016,0.018,-44.617,66.101,-112.549
0.020,0.025,-0.016,-40.100,57.800,-112.183
0.062,0.028,-0.053,-29.907,50.415,-109.131
0.090,0.013,-0.085,-17.334,44.678,-107.605
0.133,-0.007,-0.103,-5.554,40.039,-108.337
0.178,-0.023,-0.127,4.333,33.936,-111.084
0.220,-0.057,-0.142,13.611,25.818,-114.441
0.265,-0.096,-0.146,21.790,17.212,-116.821
0.321,-0.118,-0.140,28.564,7.568,-117.371
